id_station_itinerance,id_pdc_itinerance,puissance_nominale
FRDREP720998,FRDREE4385641,22.0
FRELCP12954361,FRELCERSLP,300.0
FRSE1PSE57ABFA,FRSE1ESE57ABFACP1,24.0
FRELCP12954149,FRELCE6LMD,300.0
FRSE1PSE60BVFC,FRSE1ESE60BVFC1,22.0
FRELCP12954057,FRELCE6VZM,24.0
FRBMPP289519P50017011234215,FRBMPE1681,47.0
FRTSLP1747,FRTSLEA6HH1O,150.0
FRHPCP33260,FRHPCE332600031,400.0
FRVIAP122051,FRVIAE12346031351,300.0
FRY03P78057001,FRY03E780570012,22.08
FRTSLP30029,FRTSLE17140I,250.0
FRTSLP10702,FRTSLE0KP7GA,250.0
FRESEPS42189AB,FRESEE42189AB11,22.0
FRWA2P545908,FRWA2E3814793,22.0
FRVIAP104102,FRVIAE12346219662,50.0
FRHPCP33260,FRHPCE332600032,400.0
FRELCP12954213,FRELCELFPW,300.0
FRPD1PMBLFOS,FRPD1EMBLFOSUFC200021,100.0
FRELCP12954047,FRELCE9PFR,22.0
FRLDLPLFR4217EVCP,FRLDLE00003052,120.0
FRELCP12953958,FRELCE8WPG,150.0
FRDREP731746,FRDREE4438634,2.3
FRETIP31396A,FRETIE31396A15,22.0
FRETIP62628A,FRETIE62628A11,150.0
FRIOYP13531171,FRIOYE409101,350.0
FRIOYP13530752,FRIOYE421651,43.0
FRVIAP102118,FRVIAE10001181171,300.0
FRELCP12953963,FRELCEKWVV,200.0
FRELCP12953936,FRELCESBJ8,300.0
FRDREP720998,FRDREE4385642,22.0
FRVIAP102118,FRVIAE10001181181,300.0
FRELCP12953865,FRELCEYVQX,300.0
FRVIAP141076,FRVIAE20141076012,22.0
FRVIAP102118,FRVIAE10001181342,300.0
FRELCP12954427,FRELCEGAHJ,400.0
FRSE1PSE57BACA,FRSE1ESE57BACA2,22.0
FRELCP12954200,FRELCELDT3,200.0
FRSE1PSE62NAGA,FRSE1ESE62NAGA2,22.0
FRSE1PSE83SABA,FRSE1ESE83SABA2,22.0
FRSE1PSE45JABA,FRSE1ESE45JABA2,22.0
FRELCP12954017,FRELCEXQ9Y,300.0
FRELCP12954238,FRELCEF3YF,300.0
FRHPCPNF080183,FRHPCENF080183002,175.0
FRETIP13054A,FRETIE13054A12,22.0
FRIOYP13531518,FRIOYE488172,400.0
FRDREP721014,FRDREE4385695,22.0
FRQWTP720030001,FRQWTE4412941,200.0
FRQWTP720030001,FRQWTE4412942,22.0
FRETIP62628A,FRETIE62628A13,100.0
FRTSLP1725,FRTSLE0003E9,150.0
FRPD1PIBSPTR,FRPD1EIBSPTRKPS200015,200.0
FRTSLP1750,FRTSLE0004JN,150.0
FRSWSP89235824,FRSWSE10000988064,22.08
FRY03P78062001,FRY03E780620013,22.08
FRTSLP7137,FRTSLEA4S5UP,150.0
FRTSLP10702,FRTSLE0KP7G9,250.0
FRELCP12953860,FRELCEHPQF,300.0
FRPD1PMBCHLS,FRPD1EMBCHLSUFC0011,100.0
FRELCP12953940,FRELCEPADV,300.0
FRVIAP103113,FRVIAE10001301083,300.0
FRPD1PSPUFRI,FRPD1ESPUFRIALF0021,22.0
FRPD1PPOMVDB,FRPD1EPOMVDBALF0011,22.0
FRPD1PIBSLBN,FRPD1EIBSLBNUFC200014,100.0
FRTSLP29758,FRTSLE0005QD,250.0
FRELCP12954168,FRELCEKNTY,150.0
FRVIAP122097,FRVIAE20122097032,300.0
FRELCP12954138,FRELCEGDYQ,22.0
FRLDLPLFR3689EVCP,FRLDLE00001515,22.0
FRLDLPLFR3689EVCP,FRLDLE00001516,22.0
FRPD1PITMBEB,FRPD1EITMBEBALFS22011,22.0
FRPD1PMBRPSE,FRPD1EMBRPSEKPC200012,100.0
FRSE1PSE57FACA,FRSE1ESE57FACACP1,24.0
FRELCP12954199,FRELCEC4NU,22.0
FRDREP26146002,FRDREE4765763,22.0
FRHPCPNF080261,FRHPCENF080261001,50.0
FRPD1PIBSMNQ,FRPD1EIBSMNQKPC20014,100.0
FRSE1PSE71CADA,FRSE1ESE71CADACP1,24.0
FRSE1PSE62CADA,FRSE1ESE62CADA2,22.0
FRSE1PSE91EPBA,FRSE1ESE91EPBA2,22.0
FRSE1PSE14CABA,FRSE1ESE14CABACP1,24.0
FRPD1PLECQUE,FRPD1ELESQUEKPC200014,160.0
FRPD1PITMPLS,FRPD1EITMPLSKPC200018,100.0
FRBMPP185043P50069254187113,FRBMPE9943,22.0
FRPD1PSYUMNT,FRPD1ESYUMNTKP0012,200.0
FRVIAP122097,FRVIAE20122097062,22.0
FRPD1PDSJRAD,FRPD1EDSJRADALFS22021,22.0
FRPD1PMBRARB,FRPD1EMBRARBKPS100012,100.0
FRPD1PITMMLV,FRPD1EITMMLVKPC50013,22.0
FRPD1PRNTDST,FRPD1ERNTDSTKPC200012,200.0
FRPD1PLBFGSR,FRPD1ELBFGSRBBC200013,200.0
FRPD1PBRCGHT,FRPD1EBRCGHTNOV2400012,160.0
FRPD1PITMBFD,FRPD1EITMBFDALFD22011,22.0
FRPD1PINVCHA,FRPD1EINVCHAKP200017,100.0
FRPD1PAUBPTL,FRPD1EAUBPTLBBC00014,200.0
FRPD1PBKGSNT,FRPD1EBKGSNTKP0012,160.0
FRPD1PSPOSSD,FRPD1ESPOSSDTTN120022,120.0
FRETIP83062A,FRETIE83062A13,100.0
FRPD1PCORGLG,FRPD1ECORGLGKPS200018,100.0
FRDREP720030001,FRDREE4412941,200.0
FRPD1PCORDIJ,FRPD1ECORDIJBBC021,200.0
FRTSLP10702,FRTSLE0T3VS3,250.0
FRTSLP1726,FRTSLE0004G9,250.0
FRPD1PACCVIL,FRPD1EACCVILKP200014,200.0
FRETIP34003B,FRETIE34003B13,22.0
FRIOYP13530882,FRIOYE446606,350.0
FRDREP753696,FRDREE4513427,2.3
FRPD1PSGNLFP,FRPD1ESGNLFPNOV240011,160.0
FRQWTP720030001,FRQWTE4412943,22.0
FRVIAP125001,FRVIAE20125001012,300.0
FRIOYP13531518,FRIOYE488101,350.0
FRLDLPLFR4127EVCP,FRLDLE00001241,22.0
FRPD1PCORLPD,FRPD1ECORLPDALFD22011,22.0
FRPD1PIMCORC,FRPD1EIMCORCKP0024,200.0
FRTSLP1758,FRTSLEA6KZPN,150.0
FRELCP12953913,FRELCESU7J,22.0
FRY03P78062002,FRY03E780620021,22.08
FRELCP12954002,FRELCENEER,300.0
FRHPCPNF080359DODO,FRHPCENF080359002,175.0
FRHPCPNF080046TOTEM,FRHPCENF080046001,300.0
FRDRVPCHVW50029309340766,FRDRVEBKPR2,150.0
FRDREP135904042,FRDREE5994965,300.0
FRPD1PITMBFD,FRPD1EITMBFDTITAN120011,150.0
FRELCP12954703,FRELCEUKZD,300.0
FRVIAP131003,FRVIAE20131003052,400.0
FRVIAP122058,FRVIAE20122058031,300.0
FRBMPP30749P50026135374990,FRBMPE1025,7.4
FRPD1PITMSML,FRPD1EITMSMLEKOAE60013,60.0
FRPD1PCORREI01,FRPD1ECORREIBBC043,200.0
FRPD1PITMPLR,FRPD1EITMPLREKO600013,60.0
FRPD1PLCLCHA,FRPD1ELCLCHAKPS50013,22.0
FRPD1PAUBPTL,FRPD1EAUBPTLBBC00013,200.0
FRPD1PJARDAD,FRPD1EJARDADKMP200013,100.0
FRPD1PPOMVDB,FRPD1EPOMVDBBB0013,200.0
FRPD1PGAMCHA01,FRPD1EGAMCHABBC200014,200.0
FRPD1PIBSBZR,FRPD1EIBSBZRKPC200013,50.0
FRSE1PSE87SABA,FRSE1ESE87SABA2,22.0
FRPD1PCINCON,FRPD1ECINCONTTN120011,120.0
FRSE1PSE59DNAA,FRSE1ESE59DNAA1,25.0
FRPD1PCLIEAG,FRPD1ECLIEAGKPC100015,100.0
FRPD1PBUFPON,FRPD1EBUFPONEKO0012,22.0
FRPD1PIBBSFO,FRPD1EIBBSFOALF22011,22.0
FRLDLPLFR3331EVCP,FRLDLE00005193,22.0
FRIOYP13530973,FRIOYE451656,50.0
FRPD1PBDMGRO,FRPD1EBDMGROBB200011,200.0
FRPD1PMRBVIR,FRPD1EMRVIRNOVA2400011,120.0
FRHPCP33260,FRHPCE332600041,400.0
FRPD1PGAMCHA01,FRPD1EGAMCHABBC200011,200.0
FRPD1PJARSGP,FRPD1EJARSGPUFC200013,100.0
FRPD1PRTPPER,FRPD1ERTPPERUFC200022,22.0
FRPD1PSYUBTD,FRPD1ESYUBTDKP250012,200.0
FRELCP12954014,FRELCE8XJZ,22.0
FRPD1PITMMTC,FRPD1EITMMTCKPS600018,200.0
FRPD1PCORROT,FRPD1ECORROTKPS200015,100.0
FRPD1PBALDIJ,FRPD1EBALDIJALFD22012,22.0
FRELCP12954113,FRELCEWX4S,400.0
FRPD1PGSTBEV,FRPD1EGSTBEVEFAQ45011,50.0
FRPD1PSQEMTB,FRPD1ESQEMTBKPC200014,100.0
FRELCP12954477,FRELCEAUM3,300.0
FRPD1PIMCSOY02,FRPD1EIMCSOYKPC200024,200.0
FRHPCPNF080046TOTEM,FRHPCENF080046002,300.0
FRPD1PMATLUR,FRPD1EMATLURKP0014,200.0
FRPD1PLCLACR,FRPD1ELCLACRKPC200012,100.0
FRETIP60525A,FRETIE60525A11,22.0
FRVIAP122072,FRVIAE20122072042,300.0
FRVIAP131003,FRVIAE20131003022,400.0
FRTSLP2583,FRTSLE0003LR,150.0
FRVIAP122041,FRVIAE12346030191,300.0
FRIOYP13530970,FRIOYE413853,50.0
FRDREP135904042,FRDREE5994969,300.0
FRPD1PCORSTM,FRPD1ECORSTMSLM10012,22.0
FRHPCP33260,FRHPCE332600042,400.0
FRDREP730137,FRDREE4431388,22.0
FRETIP60525A,FRETIE60525A12,22.0
FRPD1PIMCORC,FRPD1EIMCORCKP0016,100.0
FRLDLPLFR4079EVCP,FRLDLE00003626,60.0
FRPD1PCORSTM,FRPD1ECORSTMSLM10013,50.0
FRPD1PLECCHO,FRPD1ELECCHOKMP600013,200.0
FRELCP12954448,FRELCE9LGT,300.0
FRPD1PLECQUE,FRPD1ELESQUEKPC200011,200.0
FRS77P772840073,FRS77E7728400731,22.8
FRDREP79034000,FRDREE4605820,200.0
FRPD1PCORSMA,FRPD1ECORSMAKPC200012,180.0
FRVIAP131003,FRVIAE20131003031,400.0
FRPD1PRTPMTB,FRPD1ERTPMTBKP600013,200.0
FRSE1PSE59DNAA,FRSE1ESE59DNAA2,22.0
FRLDLPLFR3331EVCP,FRLDLE00005194,22.0
FRPD1PMRBALS01,FRPD1EMRBALSALF22011,22.0
FRPD1PPICRMB,FRPD1EPICRMBALF0011,22.0
FRPD1PCHABRI,FRPD1ECHABRIKP0015,50.0
FRPD1PAUCVIL,FRPD1EAUCVILKPC200017,100.0
FRPD1PACCTRI,FRPD1EACCTRIKP200013,50.0
FRPD1PIBIMOU,FRPD1EIBIMOUKMP200011,200.0
FRPD1PBRCCSI,FRPD1EBRCCSIKPC200013,100.0
FRSE1PSE77CVKA,FRSE1ESE77CVKA2,22.0
FRSE1PSE87SACA,FRSE1ESE87SACA2,22.0
FRY03P78062003,FRY03E780620032,22.08
FRELCP12954235,FRELCEGJ6E,22.0
FRPD1PITMCHN,FRPD1EITMCHNKP0016,100.0
FRPD1PACTAUC,FRPD1EACTAUCALFS22011,22.0
FRETIP60525A,FRETIE60525A13,22.0
FRPD1PFRYVEN,FRPD1EFRYVENKPC50011,50.0
FRETIP60525A,FRETIE60525A14,22.0
FRDREP730137,FRDREE4431390,22.0
FRPD1PMAVTAL,FRPD1EMAVTALBBC200011,200.0
FRPD1PSYUFQM,FRPD1ESYUFQMKPC1000022,100.0
FRPD1PITMARZ,FRPD1EITMARZBBC200014,200.0
FRPD1PITMCPV01,FRPD1EITMCPVKPKPC600017,200.0
FRPD1PBBFPRI,FRPD1EBBFPRIALF22011,22.0
FRIOYP13530975,FRIOYE414710,350.0
FRPD1PMDTPRP,FRPD1EMDTPRPKPC200012,100.0
FRPD1PITMLYS,FRPD1EITMLYSKPS200013,50.0
FRPD1PLCLACR,FRPD1ELCLACRKPC200014,100.0
FRTSLP1774,FRTSLE00043J,150.0
FRSE1PSE60CADA,FRSE1ESE60CADA1,25.0
FRELCP12953989,FRELCEKYL9,300.0
FRPD1PMBRHAZ,FRPD1EMBRHAZKPS100011,100.0
FRPD1PFLTBRG,FRPD1EFLTBRGBBC200014,200.0
FRPD1PBUTFRM,FRPD1EBUTFRMEKAE60013,60.0
FRPD1PMARPON,FRPD1EMARPONTTN120011,120.0
FRPD1PCORAUX,FRPD1ECORAUXKPC200018,100.0
FRPD1PSYUREI,FRPD1ESYUREIKPC50022,50.0
FRS14PMACRGC0HBC,FRS14EWZVF1,43.0
FRPD1PCRFBRD,FRPD1ECRFBRDKPS200012,160.0
FRPD1PITMDON,FRPD1EITMDONTTN120022,50.0
FRPD1PMARCOU,FRPD1EMARCOUDLT00021,100.0
FRPD1PETXBSC,FRPD1EETXBSCKPC200013,181.0
FRPD1PBUFPON,FRPD1EBUFPONEKO0011,120.0
FRPD1PITMYVR,FRPD1EITMYVRKPC50011,50.0
FRVIAP102108,FRVIAE10001231722,300.0
FRPD1PIBSSHB,FRPD1EIBSSHBKMP200012,100.0
FRPD1PEKSLPT,FRPD1EEKSLPTALFS22011,10.0
FRPD1PITMBAP,FRPD1EITMBAPEVBT50013,50.0
FRSE1PSE91DSUA,FRSE1ESE91DSUA2,22.0
FRBMPP181785P50082567700922,FRBMPE4748,22.0
FRPD1PACCVIL,FRPD1EACCVILKP200011,50.0
FRELCP12954238,FRELCETQMF,300.0
FRPD1PPATIDA01,FRPD1EPATIDAKPS200022,100.0
FRHPCPNF080299,FRHPCENF080299005,150.0
FRPD1PCRFRQV,FRPD1ECRFRQVBBP100012,86.0
FRPD1PWELSRT,FRPD1EWELSRTKPC50011,50.0
FRPD1PCHACHE,FRPD1ECHACHEBBC0012,50.0
FRTSLP444256,FRTSLED7Z69Q,250.0
FRTSLP1774,FRTSLE00043V,150.0
FRPD1PCORDOL,FRPD1ECORDOLUFC200013,22.0
FRVIAP131003,FRVIAE20131003032,400.0
FRTSLP1774,FRTSLE00043L,150.0
FRVIAP131003,FRVIAE20131003042,400.0
FRETIP60525A,FRETIE60525A16,22.0
FRPD1PGDMSBZ,FRPD1EGDMSBZKPC50013,22.0
FRHPCPMNE9999992,FRHPCE003,400.0
FRPD1PHLIGPS,FRPD1EHLIGPSKPC200013,100.0
FRPD1PFONFLR,FRPD1EFONFLRKPC600027,50.0
FRPD1PCORAUX,FRPD1ECORAUXUFC200013,50.0
FRVIAP103114,FRVIAE10001390473,22.0
FRDREP135904042,FRDREE5994970,300.0
FRPD1PCTIBGL02,FRPD1ECTIBGLKPC200024,100.0
FRPD1PSYUPDV,FRPD1ESYUPDVEKA60013,60.0
FRPD1PITMBEB,FRPD1EITMBEBKPC200014,200.0
FRVIAP122041,FRVIAE12346329052,22.0
FRDREP731746,FRDREE4438630,22.0
FRDREP351327097,FRDREE5076761,200.0
FRLDLPLFR3591EVCP,FRLDLE00000141,22.0
FRPD1PCCPCOL,FRPD1ECCPCOLKPC200013,100.0
FRPD1PMAVTAL,FRPD1EMAVTALBBC200034,200.0
FRDREP545208223,FRDREE5264687,300.0
FRLDLPLFR2554EVCP,FRLDLE00005198,22.0
FRETIP50042A,FRETIE50042A1111,2.299999952316284
FRELCP12953971,FRELCE47MK,22.0
FRPD1PLABGOL,FRPD1ELABGOLEKO0012,22.0
FRPD1PMBRTHO,FRPD1EMBRTHOBBC200021,200.0
FRSE1PSE86SABA,FRSE1ESE86SABA2,22.0
FRPD1PCORSBG,FRPD1ECORSBGKPC200016,100.0
FRPD1PBOULJE,FRPD1EBOULJEACHMBBC0014,200.0
FRPD1PMRFORG,FRPD1EMRFORGBBC0014,200.0
FRPD1PCORREI01,FRPD1ECORREIALF0061,22.0
FRPD1PIMCETM,FRPD1EIMCETMKPC50011,50.0
FRPD1PCHASAI,FRPD1ECHASAIALF0021,22.0
FR3R3P90223020,FR3R3E10001361431,100.0
FRPD1PKARASL,FRPD1EKARASLBB100011,100.0
FRPD1PSYUESS,FRPD1ESYUESSKEM200015,200.0
FRPD1PSSUSGB,FRPD1ESSUSGBKP200013,50.0
FRPD1PMATVXC,FRPD1EMATVXCKP0012,160.0
FRTSLP444256,FRTSLED7Z5LQ,250.0
FRVIAP131003,FRVIAE20131003062,400.0
FRPD1PACCVIL,FRPD1EACCVILKP200013,200.0
FRBMPP3P50065791403597,FRBMPE5749,22.0
FRPD1PITMBNL,FRPD1EITMBNLEKA600011,50.0
FRPD1PACNJOY,FRPD1EACNJOYSTR0011,120.0
FRPD1PNVLPPN,FRPD1ENVLPPNKPS200012,100.0
FRPD1PFREREI,FRPD1EFREREIKPS026,150.0
FRVIAP122010,FRVIAE12346029841,300.0
FRPD1PNETSTQ,FRPD1ENETSTQKPC200016,100.0
FRPD1PCORBLF,FRPD1ECORBLFSLIM100011,50.0
FRPD1PSYUHAB,FRPD1ESYUHABUFC100013,50.0
FRPD1PCORWTG,FRPD1ECORWTGKPC200015,100.0
FRPD1PIBSLGV,FRPD1EIBSLGVBBP100012,50.0
FRPD1PINTFAI,FRPD1EINTFAIBBC0013,200.0
FRPD1PBWTGRD,FRPD1EBWTGRDBBC200011,200.0
FRPD1PCHAESS,FRPD1ECHAESSEYBBC0012,50.0
FRPD1PKRDTNC,FRPD1EKRDTNCBBC200014,200.0
FRPD1PSATEPA,FRPD1ESATEPAALF0011,22.0
FRPD1PCORCOU,FRPD1ECORCOUKPC200014,100.0
FRPD1PACCAGL,FRPD1EACCAGLALFS22011,22.0
FRPD1PPIPBEB,FRPD1EPIPBEBNOV240021,120.0
FRPD1PCFMHTN,FRPD1ECFMHTNNVA240012,120.0
FRPD1PLECCHE,FRPD1ELECCHETTN120042,50.0
FRPD1PFREARL02,FRPD1EFREARLKPS200028,150.0
FRPD1PCHAVAL,FRPD1ECHAVALBBC0011,200.0
FRPD1PIMCHAZ,FRPD1EIMCHAZKPC50033,22.0
FRPD1PACCSTE,FRPD1EACCSTEKPS200012,200.0
FRPD1PCORHAG,FRPD1ECORHAGKPC200017,50.0
FRPD1PBOUBES,FRPD1EBOUBESKMP200013,100.0
FRVIAP131003,FRVIAE20131003011,400.0
FRELCP12954645,FRELCEM2M6,300.0
FRPD1PETXBSC,FRPD1EETXBSCKPC200012,181.0
FRSE1PSE60CADA,FRSE1ESE60CADA2,22.0
FRLDLPLFR3198EVCP,FRLDLE00001361,22.0
FRSE1PSE77CVRA,FRSE1ESE77CVRA1,25.0
FRPD1PCORWTG,FRPD1ECORWTGKPC200016,100.0
FRPD1PCORELN,FRPD1ECORELNKPC200015,100.0
FRVIAP122063,FRVIAE20122063091,22.0
FRPD1PSYUMTB,FRPD1ESYUMTBKPS600013,200.0
FRPD1PFRYVEN,FRPD1EFRYVENALF0021,22.0
FRTSLP444256,FRTSLED7Z5TH,250.0
FRETIP31254A,FRETIE31254A13,100.0
FRBMPP183112P50082567700922,FRBMPE9098,22.0
FRDREP731746,FRDREE4438631,22.0
FRVIAP131003,FRVIAE20131003051,400.0
FRZUNP1602450077204251630,FRZUNEFR1621ER04,400.0
FRPD1PFJNPSG,FRPD1EFJNPSGBBC20012,50.0
FRDREP227305954,FRDREE5076065,200.0
FRPD1PIMCDIJ,FRPD1EIMCDIJKPC200011,100.0
FRSE1PSE60MABA,FRSE1ESE60MABA1,25.0
FRPD1PCOHCLM,FRPD1ECOHCLMKPS0024,100.0
FRELCP12954645,FRELCETEV6,300.0
FRVIAP122049,FRVIAE12346030672,300.0
FRPD1PACCPPN,FRPD1EACCPPNKPC200014,160.0
FRVIAP102107,FRVIAE10001231822,300.0
FRLDLPLFR3458EVCP,FRLDLE00001011,22.0
FRELCP12954102,FRELCEGEEU,400.0
FRDREP626309662,FRDREE5281838,120.0
FRVIAP131003,FRVIAE20131003061,400.0
FRPD1PMBRMTB,FRPD1EMBRMTBNOV240012,160.0
FRPD1PBBFBET,FRPD1EBBFBETTTN120022,50.0
FRQWTP79079000001,FRQWTE4702950,200.0
FRPD1PSYSCOL,FRPD1ESYSCOLKP0023,22.0
FRPD1PBRCCSC,FRPD1EBRCCSCBBP100011,100.0
FRELCP12953976,FRELCE65RS,225.0
FRLDLPLFR3198EVCP,FRLDLE00001362,22.0
FRPD1PKFCMTL,FRPD1EKFCMTLEFAQ45013,22.0
FRPD1PCORREI01,FRPD1ECORREIBBC021,200.0
FRPD1PHOTULS,FRPD1EHOTULSKP0014,200.0
FRPD1PBRCCSI,FRPD1EBRCCSIKPC200015,50.0
FRPD1PCHAREI,FRPD1ECHAREIBBC0012,50.0
FRPD1PCHAECH,FRPD1ECHAECHBB200013,200.0
FRPD1PCLBSTL,FRPD1ECLBSTLEKO1200013,120.0
FRPD1PKARASL,FRPD1EKARASLBB100012,50.0
FRY03P78071001,FRY03E780710011,22.08
FRPD1PSSUSGB,FRPD1ESSUSGBALFS22011,22.0
FRELCP12954014,FRELCEJ5SK,300.0
FRPD1PITMBLM,FRPD1EITMBLMEKAE120043,120.0
FRSE1PSE60TABA,FRSE1ESE60TABA1,25.0
FRPD1PMATMAU,FRPD1EMATMAUKP0012,200.0
FRPD1PCARLPO,FRPD1ECARLPONOV240022,110.0
FRPD1PMBCBRN,FRPD1EMBCBRNUFC200014,100.0
FRPD1PRODPRX,FRPD1ERODPRXKPS200014,160.0
FRPD1PCINCON,FRPD1ECINCONTTN120012,50.0
FRPD1PITMDON,FRPD1EITMDONALF22021,22.0
FRPD1PJARDAD,FRPD1EJARDADKMP200011,50.0
FRPD1PITMQSY,FRPD1EITMQSYALFS22011,22.0
FRETIP16089B,FRETIE16089B12,180.0
FRPD1PKFCBJL,FRPD1EKFCBJLEFAQ45013,22.0
FRPD1PFREREI,FRPD1EFREREIKPC022,50.0
FRPD1PMATVXC,FRPD1EMATVXCKP0011,50.0
FRPD1PMATCMK,FRPD1EMATCMKPS014,100.0
FRPD1PSYUTLG,FRPD1ESYUTLGKPS200012,100.0
FRPD1PITMBUC,FRPD1EITMBUCBBP0012,100.0
FRPD1PMATCUQ,FRPD1EMATCUQKP0013,160.0
FRPD1PITMPRM,FRPD1EITMPRMBBC014,200.0
FRDREP135904042,FRDREE5994972,300.0
FRHXWPMETARE,FRHXWEMETARE0011,7.0
FRLDLPLFR3280EVCP,FRLDLE00006921,120.0
FRPD1PSOMTLS,FRPD1ESOMTLSBBC200013,200.0
FRPD1PBUFSAR,FRPD1EBUFSARTTN120011,120.0
FRPD1PKFCBVA,FRPD1EKFCBVAUFC20022,22.0
FRPD1PBTHLCS,FRPD1EBTHLCSKP200011,50.0
FRPD1PCORSSO,FRPD1ECORSSOEKO60012,22.0
FRPD1PITMGRD,FRPD1EITMGRDSLM100023,50.0
FRDREP731746,FRDREE4438632,22.0
FRVIAP104102,FRVIAE12346219702,300.0
FRPD1PCORDIJ,FRPD1ECORDIJBBC011,200.0
FRPD1PTTMVLB,FRPD1ETTMVLBEFAQ45013,22.0
FRPD1PGSTLIV,FRPD1EGSTLIVSTR0022,160.0
FRPD1PCOREVR,FRPD1ECOREVRKPC200011,150.0
FRPD1PMRBCSC,FRPD1EMRBCSCKPC200011,50.0
FRPD1PETXBRT,FRPD1EETXBRTKPC200015,100.0
FRPD1PJJHPMD,FRPD1EJJHPMDKPS200015,50.0
FRELCP12954047,FRELCEPK77,150.0
FRBMPP176541P,FRBMPE9203,22.0
FRVIAP131003,FRVIAE20131003012,400.0
FRPD1PFRYNMS,FRPD1EFRYNMSKPC200017,200.0
FRPD1PGRACHA,FRPD1EGRACHAUFC200022,22.0
FRETIP13054A,FRETIE13054A14,22.0
FRSE1PSE91DBGA,FRSE1ESE91DBGA2,22.0
FRDREP135904042,FRDREE5994973,300.0
FRHXWPMETARE,FRHXWEMETARE0021,7.0
FRQWTP79079000001,FRQWTE4702953,200.0
FRETIP34003E,FRETIE34003E13,22.0
FRPD1PACTSTA,FRPD1EACTSTAKPC200012,200.0
FRPD1PSPUREZ,FRPD1ESPUREZDLT014,100.0
FRPD1PITMMSB,FRPD1EITMMSBKPC200015,120.0
FRBMPP141314P50090530200436,FRBMPE6443,22.0
FRPD1PCORAUX,FRPD1ECORAUXKPC200013,100.0
FRVIAP104103,FRVIAE10001393701,300.0
FRVIAP131003,FRVIAE20131003021,400.0
FRVIAP131003,FRVIAE20131003041,400.0
FRELCP12953876,FRELCEJBF6,150.0
FRPD1PFJNPSG,FRPD1EFJNPSGALF220011,22.0
FRPD1PMRBMON,FRPD1EMRMONBBC200013,200.0
FRDREP753696,FRDREE4513419,22.0
FRPD1PACTCHA,FRPD1EACTCHAALF22031,22.0
FRPD1PITMSVT,FRPD1EITMSVTSLIM100021,50.0
FRPD1PDRTAUR,FRPD1EDRTAURALFD22021,22.0
FRIOYP13530987,FRIOYE440001,350.0
FRPD1PPATIDA02,FRPD1EPATIDAKPS200017,80.0
FRPD1PBWTGRD,FRPD1EBWTGRDALF22021,22.0
FRHPCPNF080234,FRHPCENF080234001,150.0
FRPD1PMATTGF,FRPD1EMATTGFKP0015,200.0
FRPD1PACCVIL,FRPD1EACCVILKP200012,160.0
FRSE1PSE62AHCA,FRSE1ESE62AHCA2,22.0
FRVIAP104109,FRVIAE10001453141,300.0
FRSE1PSE77MAEA,FRSE1ESE77MAEA1,25.0
FRPD1PPATTON,FRPD1EPATTONUFC200012,22.0
FRPD1PBRISGA,FRPD1EBRISGABBC200014,200.0
FRPD1PBRIRIO,FRPD1EBRIRIOKEM200013,50.0
FRPD1PITMLDV,FRPD1EITMLDVKPC1000003,22.0
FRPD1PMATTHN,FRPD1EMATTHNKP0012,200.0
FRPD1PSUPBAN,FRPD1ESUPBANSALF0021,22.0
FRSE1PSE85SACA,FRSE1ESE85SACACP1,24.0
FRPD1PSUBVER,FRPD1ESUBVERALF22031,22.0
FRPD1PMBRAVR,FRPD1EMBRAVREKAE600012,22.0
FRSE1PSE91EPBA,FRSE1ESE91EPBACP1,24.0
FRVIAP101111,FRVIAE10001231111,300.0
FRPD1PBRTACH,FRPD1EBRTACHKEM50013,22.0
FRPD1PMATCHA02,FRPD1EMATCHAKPC20013,50.0
FRPD1PITMQSY,FRPD1EITMQSYBBP100011,100.0
FRPD1PIBSBZR,FRPD1EIBSBZRKPC200011,200.0
FRPD1PKFCARL,FRPD1EKFCARLBBP100011,100.0
FRPD1PCORBRY,FRPD1ECORBRYKPC200015,100.0
FRPD1PMBCSVS,FRPD1EMBCSVSALF22011,22.0
FRPD1PSATEPA,FRPD1ESATEPANOV0021,120.0
FRSE1PSE91DBQA,FRSE1ESE91DBQA2,22.0
FRPD1PBLGLMR,FRPD1EBLGLMRALF0011,22.0
FRPD1PLEOBRB,FRPD1ELEOBRBKPC200011,50.0
FRPD1PBDMCAR,FRPD1EBDMCARKPC400023,150.0
FRPD1PSGNLFP,FRPD1ESGNLFPNOV240022,160.0
FRPD1PHLFHRC,FRPD1EHLFHRCKP200013,50.0
FRPD1PZCFFMN,FRPD1EZCFFMNUFC200012,22.0
FRELCP12954758,FRELCE89CA,300.0
FRPD1PITMLNG,FRPD1EITMLNGKP50022,50.0
FRPD1PITMMTJ,FRPD1EITMMTJUFC200021,100.0
FRPD1PSYUSPL,FRPD1ESYUSPLKPC200016,100.0
FRPD1PSYURDS,FRPD1ESYURIEDKPS0028,100.0
FRBMPP154415P50087055396899,FRBMPE3431,22.0
FRPD1PACCSDR,FRPD1EACCSDRALF011,22.0
FRHXWPMETARE,FRHXWEMETARE0131,7.0
FRPD1PSYUMRT,FRPD1ESYUMRTKPC200015,50.0
FRPD1PACTVRN,FRPD1EACTVRNKPC200011,50.0
FRPD1PSYUFON,FRPD1ESYUFONKPC200013,50.0
FRPD1PCURLGU,FRPD1ECURLGUKPC200011,200.0
