id_station_itinerance,id_pdc_itinerance,puissance_nominale
FRIZFPFAST96,FRIZFEFAST9611,150.0
FRE04POAZS349,FRE04EOAZS34913,200.0
FRATLPFR00309,FRATLE004411,150.0
FRATLPFR00309,FRATLE004401,150.0
FRDRVPCRFMKT336001,FRDRVEMQVY2,22.08
FRATLPFR00309,FRATLE004351,150.0
FRATLPFR00309,FRATLE004341,150.0
FRATLPFR00309,FRATLE004331,150.0
FRATLPFR00309,FRATLE004233,300.0
FRATLPFR00307,FRATLE003361,150.0
FRATLPFR00307,FRATLE003332,100.0
FRATLPFR00307,FRATLE003342,100.0
FRPD1PNEIROP,FRPD1ENEIROPAALFD22032,22.0
FRIGFPFRAI5,FRIGFEFRAI531,150.0
FRGLYPLYON171,FRGLYELYON17121,24.0
FRGSPP89882077,FRGSPE10000859292,22.08
FRIGFPFRAI41,FRIGFEFRAI4141,150.0
FRPD1PCORDLS,FRPD1ECORDLSKPS200016,100.0
FRIIMPIZIM68,FRIIMEIZIM6821,24.0
FRDRVPCRFMKT62320150073443570243,FRDRVEBDHL1,22.08
FRSWSP89890067,FRSWSE10001499931,22.08
FRSWSP89909105,FRSWSE12346256834,22.08
FRIZFPFAST419,FRIZFEFAST41913,150.0
FRPD1PCORDLS,FRPD1ECORDLSSLM100011,50.0
FRMFCPBRIVE,FRMFCEBRIVE6,320.0
FRGLYPLYON134,FRGLYELYON13411,24.0
FRE04POAZS244,FRE04EOAZS24421,50.0
FRSRGP90119478,FRSRGE12346051491,17.94
FRE04POAZS280,FRE04EOAZS28023,180.0
FRSRGP90119481,FRSRGE12346051552,3.68
FRDRVPCRFMKT62320150073443570243,FRDRVEJRTV1,50.0
FRTSLP30032,FRTSLE0DDQQN,250.0
FRPD1PIMCSOY01,FRPD1EIMCSOYKPC200017,200.0
FRPD1PCORDLS,FRPD1ECORDLSKPC100011,100.0
FRPD1PLCLPPP,FRPD1ELCLPPPKPS200041,200.0
FRTSLP30029,FRTSLE1713VR,250.0
FRTSLP30029,FRTSLE1713VT,250.0
FRTSLP30029,FRTSLE171422,250.0
FRIZFPFAST313,FRIZFEFAST31311,150.0
FRIXLPLIMO15,FRIXLELIMO1511,24.0
FRSIGPSIGE46,FRSIGESIGE4611,24.0
FRSRGP90119560,FRSRGE12346052361,17.94
FRIZFPFAST551,FRIZFEFAST55111,150.0
FRIZFPFAST138,FRIZFEFAST13813,150.0
FRSRGP90119565,FRSRGE12346052401,17.94
FRSRGP90119565,FRSRGE12346052402,3.68
FRPD1PNEIROP,FRPD1ENEIROPAALFD22022,22.0
FRSRGP90119565,FRSRGE12346052391,17.94
FRDRVPCRFMKT62320150073443570243,FRDRVECFGM1,50.0
FRSRGP90119588,FRSRGE12347082552,180.0
FRDRVPCRFMKT371501,FRDRVEHKNP1,50.0
FRPD1PSYSCOL,FRPD1ESYSCOLKP0018,200.0
FRPD1PNEIROP,FRPD1ENEIROPAALFD22042,22.0
FRIMXPIMAX19,FRIMXEIMAX1912,200.0
FRIZFPFAST131,FRIZFEFAST13123,150.0
FRSRGP90119583,FRSRGE12346052571,17.94
FRSRGP90119583,FRSRGE12346052582,3.68
FRSWSP90120977,FRSWSE12346055821,22.08
FRSWSP90123361,FRSWSE12346063311,92.0
FRSWSP90123365,FRSWSE12346063573,22.08
FRSRGP90119584,FRSRGE12346052592,3.68
FRSRGP90119585,FRSRGE12346052642,3.68
FRIZFPFAST21,FRIZFEFAST2113,150.0
FRIZFPFAST742,FRIZFEFAST74213,200.0
FRIZFPFAST202,FRIZFEFAST20213,150.0
FRMFCPCALAIS,FRMFCECALAIS5,320.0
FRIIMPIZIM97,FRIIMEIZIM9721,24.0
FRPD1PLCLLDN,FRPD1ELCLLDNKPC600017,200.0
FRPD1PIBSPTR,FRPD1EIBSPTRKPS200016,200.0
FRZEEP90352336,FRZEEE12346500691,22.08
FRZEEP90352337,FRZEEE12346500721,22.08
FRIZFPFAST440,FRIZFEFAST44013,150.0
FRIZFPFAST67,FRIZFEFAST6711,150.0
FRIZFPFAST422,FRIZFEFAST42213,150.0
FRIZFPFAST551,FRIZFEFAST55113,150.0
FRE04POAZS285,FRE04EOAZS28511,150.0
FRPD1PCORDLS,FRPD1ECORDLSKPC100012,100.0
FRPD1PSYUMTB,FRPD1ESYUMTBKPS600025,200.0
FRSIGPSIGE231,FRSIGESIGE23111,24.0
FRIIMPIZIM97,FRIIMEIZIM9711,24.0
FRGSPP90850646,FRGSPE12345958301,60.0
FRPD1PNEIROP,FRPD1ENEIROPABBC20014,200.0
FRIZFPFAST48,FRIZFEFAST4813,150.0
FRGSPP90850646,FRGSPE12345958303,60.0
FRIIMPIZIM112,FRIIMEIZIM11221,24.0
FRIZFPFAST410,FRIZFEFAST41013,150.0
FRPD1PLAFBER,FRPD1ELABERKMP600016,200.0
FRPD1PSYSCOL,FRPD1ESYSCOLKP0017,200.0
FRIZFPFAST136,FRIZFEFAST13613,150.0
FRA79P90889179,FRA79E12346905493,1.84
FRIZFPFAST315,FRIZFEFAST31511,200.0
FRE04POAZS272,FRE04EOAZS27211,150.0
FRTSLP28781,FRTSLECB7LE3,250.0
FRPD1PITMBLM,FRPD1EITMBLMEKAE120042,22.0
FRIGFPFRAI11,FRIGFEFRAI1141,150.0
FRIZFPFAST200,FRIZFEFAST20011,150.0
FRZEEP90929012,FRZEEE12349147461,22.08
FRZEEP90929012,FRZEEE12349147481,22.08
FRA79P90932640,FRA79E12346973182,22.08
FRA79P90932647,FRA79E12346973253,50.0
FRA79P90932661,FRA79E12346973353,1.84
FRTSLP28778,FRTSLE0005EH,250.0
FRTSLP28778,FRTSLE0005E3,250.0
FRTSLP28778,FRTSLE15HKB5,250.0
FRPD1PITMMTC,FRPD1EITMMTCKPS600014,200.0
FRTSLP28778,FRTSLE15HKIF,250.0
FRTSLP28778,FRTSLE15HKMR,250.0
FRA79P90991853,FRA79E12347133851,22.08
FRA79P90991943,FRA79E12347134072,22.08
FRIZFPFAST521,FRIZFEFAST52113,180.0
FRSIGPSIGE441,FRSIGESIGE44111,24.0
FRGLYPLYON205,FRGLYELYON20511,100.0
FRA79P91050903,FRA79E12347315152,22.08
FRSWSP91050107,FRSWSE12347306633,400.0
FRSWSP91050107,FRSWSE12347306614,400.0
FRSWSP91050107,FRSWSE12347402881,22.08
FRIZFPFAST40,FRIZFEFAST4013,150.0
FRIZFPFAST555,FRIZFEFAST55511,150.0
FRSWSP91062134,FRSWSE12347402682,200.0
FREMSP91062054,FREMSE12347413261,11.04
FRTSLP28778,FRTSLE15HKY2,250.0
FRA79P91072614,FRA79E12347482601,22.08
FRPD1PNEIROP,FRPD1ENEIROPAALFD22051,22.0
FRIZFPFAST388,FRIZFEFAST38821,150.0
FRA79P91046569,FRA79E12347302652,22.08
FRA79P91046578,FRA79E12347302732,22.08
FRA79P91050891,FRA79E12347313042,22.08
FRA79P91072619,FRA79E12347482713,2.88
FRTSLP28778,FRTSLE0005DP,250.0
FRIZFPFAST476,FRIZFEFAST47611,150.0
FRPD1PCORSTM,FRPD1ECORSTMKPC20012,200.0
FRIZFPFAST488,FRIZFEFAST48811,150.0
FRIZFPFAST659,FRIZFEFAST65923,150.0
FRTSLP28778,FRTSLE0005EL,250.0
FRIZFPFAST388,FRIZFEFAST38823,150.0
FRTSLP28778,FRTSLE0005DL,250.0
FRATLPFR01090,FRATLE103161,600.0
FRATLPFR01090,FRATLE103132,600.0
FRGLYPLYON129,FRGLYELYON12921,24.0
FRIZFPFAST612,FRIZFEFAST61211,150.0
FRIZFPFAST131,FRIZFEFAST13113,150.0
FRSIGPSIGE230,FRSIGESIGE23011,24.0
FRIZFPFAST552,FRIZFEFAST55212,180.0
FRATLPFR01090,FRATLE103131,600.0
FRPD1PNEIROP,FRPD1ENEIROPAALFD22021,22.0
FRPD1PLAFBER,FRPD1ELABERKMP600012,200.0
FRPD1PNEIROP,FRPD1ENEIROPABBC20012,50.0
FRATLPFR00914,FRATLE101242,300.0
FRATLPFR00914,FRATLE101252,300.0
FRATLPFR00888,FRATLE100772,300.0
FRATLPFR00888,FRATLE100741,300.0
FRATLPFR00888,FRATLE104221,22.0
FRATLPFR00888,FRATLE100751,300.0
FRATLPFR00888,FRATLE100761,300.0
FRIGFPFRAI4,FRIGFEFRAI412,150.0
FRE04POAZS314,FRE04EOAZS31431,100.0
FRIIMPIZIM124,FRIIMEIZIM12411,24.0
FRATLPFR00941,FRATLE101012,300.0
FRATLPFR00742,FRATLE104802,22.0
FRATLPFR00742,FRATLE104792,150.0
FRATLPFR00878,FRATLE100822,300.0
FRATLPFR00878,FRATLE100891,22.0
FRATLPFR00878,FRATLE100892,22.0
FRATLPFR00878,FRATLE100832,300.0
FRATLPFR00387,FRATLE006212,150.0
FRATLPFR00387,FRATLE006211,150.0
FRATLPFR00387,FRATLE006201,150.0
FRATLPFR00543,FRATLE006311,150.0
FRATLPFR00354,FRATLE002213,22.0
FRATLPFR00354,FRATLE002212,300.0
FRATLPFR00365,FRATLE005891,300.0
FRATLPFR00287,FRATLE005602,22.0
FRDRVPINVEST2730001,FRDRVEEMTX1,300.0
FRDRVPINVEST2730001,FRDRVEEMNV1,300.0
FRPD1PNEIROP,FRPD1ENEIROPAALFD22031,22.0
FRIZFPFAST378,FRIZFEFAST37813,150.0
FRATLPFR00526,FRATLE002241,150.0
FRATLPFR00296,FRATLE005662,150.0
FRATLPFR00296,FRATLE005661,150.0
FRATLPFR00296,FRATLE005651,150.0
FRE04POAZS276,FRE04EOAZS27621,200.0
FRGLYPLYON192,FRGLYELYON19223,100.0
FRDRVPCRFMKT573651,FRDRVEBFVX1,22.08
FRPD1PNEIROP,FRPD1ENEIROPABBC20013,200.0
FRIZFPFAST557,FRIZFEFAST55711,150.0
FRATLPFR00308,FRATLE004661,150.0
FRATLPFR00308,FRATLE004651,150.0
FRIZFPFAST18,FRIZFEFAST1811,150.0
FREVZP3F0FDE7946D8464EA74043AB21FC4,FREVZEEFSA1,22.0
FRDRVPCRFMKT573651,FRDRVEBFVX2,22.08
FRIZFPFAST206,FRIZFEFAST20613,150.0
FRDRVPCRFMKT952801,FRDRVEEKVZ2,22.08
FRSIGPSIGE504,FRSIGESIGE50411,24.0
FRIZFPFAST757,FRIZFEFAST75713,150.0
FRGLYPLYON166,FRGLYELYON16623,100.0
FRPD1PITMBLM,FRPD1EITMBLMEKAE120033,120.0
FRATLPFR00310,FRATLE004071,150.0
FRV75P900604,FRV75E9006042,4.0
FRATLPFR00310,FRATLE004004,22.0
FRV75P901802,FRV75E9018021,22.0
FRV75P900701,FRV75E9007013,22.0
FRV75P901205,FRV75E9012051,22.0
FRV75P901207,FRV75E9012072,4.0
FRV75P901208,FRV75E9012083,22.0
FRV75P901303,FRV75E9013033,22.0
FRPD1PMATSMX,FRPD1EMATSMXKP0011,200.0
FRPD1PIMCSOY02,FRPD1EIMCSOYKPC200026,200.0
FRV75PPX0208,FRV75EPX02085,7.0
FRV75PPX0303,FRV75EPX03033,7.0
FRATLPFR00310,FRATLE004003,300.0
FRATLPZ326FRGRANDP000001,FRATLE000872,150.0
FRATLPZ326FRGRANDP000001,FRATLE000463,22.0
FRATLPZ330FR22ETAP000001,FRATLE000801,150.0
FRATLPZ330FR22ETAP000001,FRATLE000661,150.0
FRATLPZ340FRPORTO2000001,FRATLE000772,150.0
FRATLPZ340FRPORTO2000001,FRATLE000762,150.0
FRE04POAZS288,FRE04EOAZS28811,200.0
FRDRVPCRFMKT326001,FRDRVEFQTZ1,22.08
FRATLPZ346FRRELAIS000001,FRATLE001133,22.0
FRATLPPZ331FRODYSSE000002,FRATLE101622,300.0
FRATLPPZ331FRODYSSE000002,FRATLE101621,300.0
FRATLPPZ331FRODYSSE000002,FRATLE101602,300.0
FRIZFPFAST198,FRIZFEFAST19823,150.0
FRSIGPSIGE151,FRSIGESIGE15111,24.0
FRV75PPX0704,FRV75EPX07041,7.0
FRPD1PSYUBTD,FRPD1ESYUBTDKP250011,200.0
FRIIMPIZIM113,FRIIMEIZIM11311,24.0
FRV75PPX0704,FRV75EPX07045,7.0
FRV75PPX0704,FRV75EPX07046,7.0
FRTSLP1742,FRTSLE3AXX88,250.0
FRTSLP1742,FRTSLE3AXX87,250.0
FRV75PPX0901,FRV75EPX09012,3.0
FRTSLP1742,FRTSLE3AXXCK,250.0
FRV75PPX0901,FRV75EPX09014,7.0
FRV75PPX1102,FRV75EPX11027,7.0
FRTSLP20265,FRTSLE0KPW2H,250.0
FRTSLP20265,FRTSLE00050L,250.0
FRTSLP20265,FRTSLE00050P,250.0
FRDRVPCRFMKT723001,FRDRVEBMPZ1,50.0
FRV75PPX1303,FRV75EPX13032,7.0
FRV75PPX1512,FRV75EPX15121,7.0
FRV75PPX0811,FRV75EPX08115,7.0
FRV75PPX0812,FRV75EPX08125,7.0
FRV75PPX0905,FRV75EPX09052,7.0
FRPD1PCORDLS,FRPD1ECORDLSKPC100013,22.0
FRV75PPX0711,FRV75EPX07112,7.0
FRV75PPX0815,FRV75EPX08155,7.0
FRV75PPX1008,FRV75EPX10081,7.0
FRV75PPX1112,FRV75EPX11123,7.0
FRV75PPX1114,FRV75EPX11144,7.0
FRV75PPX1306,FRV75EPX13061,7.0
FRV75PPX1306,FRV75EPX13063,7.0
FRV75PPX1405,FRV75EPX14054,7.0
FRV75PPX1406,FRV75EPX14064,7.0
,FRDRVECJLY2,22.08
FRV75PPX0821,FRV75EPX08214,7.0
FRV75PPX0907,FRV75EPX09071,7.0
FRV75PPX0907,FRV75EPX09074,7.0
FRV75PPX0908,FRV75EPX09081,7.0
FRV75PPX0908,FRV75EPX09087,3.0
FRV75PPX0908,FRV75EPX09086,3.0
FRV75PPX0911,FRV75EPX09113,7.0
FRV75PPX1315,FRV75EPX13154,7.0
FRV75PPX1320,FRV75EPX13202,7.0
FRV75PPX1319,FRV75EPX13191,7.0
FRV75PPX1410,FRV75EPX14106,7.0
FRV75PPX1410,FRV75EPX14105,7.0
FRV75PPX1413,FRV75EPX14137,7.0
FRV75PPX1413,FRV75EPX14136,7.0
FRV75PPX1118,FRV75EPX11185,7.0
FRV75PPX1322,FRV75EPX13222,7.0
FRPD1PNEIROP,FRPD1ENEIROPAALFD22041,22.0
FRDRVPCRFMKT326001,FRDRVEFQTZ2,22.08
FRIZFPFAST339,FRIZFEFAST33913,150.0
FRIZFPFAST378,FRIZFEFAST37811,150.0
FRPD1PNEIROP,FRPD1ENEIROPABBC20011,200.0
FRHPCPNF078230TOTEM,FRHPCENF078230003,150.0
FRHPCPNF059672TOTEM,FRHPCENF059672008,50.0
FRHPCPNF078387TOTEM,FRHPCENF078387006,175.0
FRALLPGO900390,FRALLEGO9003901,150.0
FRHPCPNF068227,FRHPCENF068227007,300.0
FRHPCPNF059555,FRHPCENF059555003,300.0
FRHPCPNF059555,FRHPCENF059555008,300.0
FRHPCPNF077385DODO,FRHPCENF077385001,200.0
FRGYMP735572,FRGYMEC22404021,150.0
FRHPCPNF065203,FRHPCENF065203002,300.0
FRDRVPACKZ,FRDRVEAPTY1,22.08
FRGLYPLYON47,FRGLYELYON4711,24.0
FRIZFPFAST303,FRIZFEFAST30313,150.0
FRIZFPFAST299,FRIZFEFAST29923,150.0
FRHPCPNF078180,FRHPCENF078180012,300.0
FRIGFPFRAI37,FRIGFEFRAI3741,150.0
FRALLPGO800148,FRALLEGO8001481,300.0
FRHPCPNF059652,FRHPCENF059652006,300.0
FRE04POAZS372,FRE04EOAZS37211,24.0
FRHPCPNF078203,FRHPCENF078203006,300.0
FRHPCPNF078176,FRHPCENF078176001,300.0
FRHPCPNF078182,FRHPCENF078182006,300.0
FRHPCPNF078180,FRHPCENF078180004,300.0
FRHPCPNF078182,FRHPCENF078182009,300.0
FRIZFPFAST310,FRIZFEFAST31011,150.0
FRHPCPNF078182,FRHPCENF078182010,300.0
FRALLPGO900274,FRALLEGO9002742,50.0
FRALLPGO700202,FRALLEGO7002022,100.0
FRHPCPNF070659,FRHPCENF070659002,300.0
FRHPCPNF070659,FRHPCENF070659003,300.0
FRIZFPFAST352,FRIZFEFAST35213,150.0
FRHPCPNF063017,FRHPCENF063017004,300.0
FRHPCPNF078091,FRHPCENF078091012,300.0
FRGLYPLYON122,FRGLYELYON12211,24.0
FRDRVPCRFMKT629401,FRDRVEHJQV1,50.0
FRIZFPFAST89,FRIZFEFAST8911,150.0
FRHPCPNF080191,FRHPCENF080191001,175.0
FRHPCPNF080197TOTEMSA,FRHPCENF080197007,175.0
FRHPCPNF080261,FRHPCENF080261006,175.0
FRHPCPNF080188,FRHPCENF080188001,175.0
FRIMXPIMAX10,FRIMXEIMAX1012,200.0
FRALLPGO900473,FRALLEGO9004732,50.0
FRIMXPIMAX14,FRIMXEIMAX1422,200.0
FRHPCPNF080200TOTEM,FRHPCENF080200003,175.0
FRHPCPNF080072TOTEM,FRHPCENF080072003,175.0
FRHPCPNF080374,FRHPCENF080374009,150.0
FRHPCPNF080373,FRHPCENF080373003,300.0
FRHPCPNF080373,FRHPCENF080373007,300.0
FRIXLPLIMO34,FRIXLELIMO3411,24.0
FRHPCPNF080373,FRHPCENF080373010,300.0
FRHPCPNF080364TOTEMTIERS,FRHPCENF080364016,300.0
FRHPCPNF088576TOTEM,FRHPCENF088576004,300.0
FRALLPGO900114,FRALLEGO9001142,300.0
FRHPCPNF088576TOTEM,FRHPCENF088576020,300.0
FRHPCPNF080371TIERSTOTEM,FRHPCENF080371002,150.0
FRHPCPNF080371TIERSTOTEM,FRHPCENF080371013,150.0
FRHPCPNF080363TIERSTOTEM,FRHPCENF080363005,150.0
FRHPCPNF080363TIERSTOTEM,FRHPCENF080363008,150.0
FRHPCPNF080363TIERSTOTEM,FRHPCENF080363013,150.0
FRHPCPNF080344TIERSTOTEMSA,FRHPCENF080344016,150.0
FRHPCPNF080344TIERSTOTEMSA,FRHPCENF080344001,150.0
FRHPCPNF080360TIERSTOTEMSA,FRHPCENF080360002,150.0
FRHPCPNF080360TIERSTOTEMSA,FRHPCENF080360015,300.0
FRIZFPFAST208,FRIZFEFAST20813,150.0
FRHPCPNF080071TOTEM,FRHPCENF080071004,175.0
FRIZFPFAST91,FRIZFEFAST9113,150.0
FRHPCPNF080056TOTEM,FRHPCENF080056005,175.0
FRALLPGO800461,FRALLEGO8004611,300.0
FRHPCPNF080056TOTEM,FRHPCENF080056007,175.0
FRHPCPNF080056TOTEM,FRHPCENF080056008,50.0
FRHPCPNF080070TOTEM,FRHPCENF080070006,175.0
FRHPCPNF080070TOTEM,FRHPCENF080070003,175.0
FRHPCPNF080070TOTEM,FRHPCENF080070004,175.0
FRHPCPNF080341TIERSTOTEM,FRHPCENF080341007,300.0
FRHPCPNF080341TIERSTOTEM,FRHPCENF080341008,300.0
FRHPCPNF080341TIERSTOTEM,FRHPCENF080341001,150.0
FRHPCPNF080341TIERSTOTEM,FRHPCENF080341002,150.0
FRHPCPNF080343TIERSTOTEMSA,FRHPCENF080343010,150.0
FRIZFPFAST112,FRIZFEFAST11223,150.0
FREVZP40CA2FD075644F75828B0345BE3D5,FREVZEIYED1,22.0
FRHPCPNF080343TIERSTOTEMSA,FRHPCENF080343001,150.0
FRHPCPNF080343TIERSTOTEMSA,FRHPCENF080343002,300.0
FRHPCPNF080343TIERSTOTEMSA,FRHPCENF080343003,300.0
FRHPCPNF080354TIERSTOTEM,FRHPCENF080354003,50.0
FRHPCPNF080339TIERSTOTEM,FRHPCENF080339002,300.0
FRHPCPNF080063TIERSTOTEM,FRHPCENF080063009,50.0
FRSIGPSIGE117,FRSIGESIGE11711,24.0
FRIZFPFAST341,FRIZFEFAST34113,150.0
FRIZFPFAST364,FRIZFEFAST36413,150.0
FRALLPGO900533,FRALLEGO9005332,22.0
FRHPCPNF079895,FRHPCENF079895002,300.0
FRHPCPNF079895,FRHPCENF079895006,300.0
FRHPCPNF079895,FRHPCENF079895012,300.0
FRHPCPNF079895,FRHPCENF079895013,300.0
FRALLPGO900505,FRALLEGO9005051,300.0
FRE04POAZS248,FRE04EOAZS24812,150.0
FRE04POAZS213,FRE04EOAZS21311,50.0
FRHPCPNF080375,FRHPCENF080375014,300.0
FRHPCPNF080375,FRHPCENF080375015,300.0
FRHPCPNF080398,FRHPCENF080398010,300.0
FRHPCPNF080398,FRHPCENF080398015,300.0
FRIXLPLIMO51,FRIXLELIMO5111,24.0
FRIZFPFAST258,FRIZFEFAST25811,150.0
FRALLPGO600086,FRALLEGO6000861,200.0
FRIZFPFAST13,FRIZFEFAST1313,150.0
FRIZFPFAST216,FRIZFEFAST21612,180.0
FRIZFPFAST721,FRIZFEFAST72111,150.0
FRIZFPFAST112,FRIZFEFAST11211,150.0
FRIZFPFAST322,FRIZFEFAST32222,180.0
FRIZFPFAST646,FRIZFEFAST64613,150.0
FRIZFPFAST607,FRIZFEFAST60713,150.0
FRALLPGO400023,FRALLEGO4000231,200.0
FRALLPGO900959,FRALLEGO9009592,22.0
FRIZFPFAST99,FRIZFEFAST9913,150.0
FRIZFPFAST229,FRIZFEFAST22911,150.0
FRIXLPLIMO58,FRIXLELIMO5811,24.0
FRALLPGO900435,FRALLEGO9004351,150.0
FRDRVPCRFMKT952801,FRDRVEEKVZ1,22.08
FRDRVPACKZ,FRDRVECPTW1,50.0
FRALLPGO900234,FRALLEGO9002342,300.0
FRIZFPFAST322,FRIZFEFAST32213,180.0
FRE04POAZS278,FRE04EOAZS27823,63.0
FRIZFPFAST173,FRIZFEFAST17311,150.0
FRDRVPCRFMKT597701,FRDRVEGKRW1,50.0
FRALLPGO900818,FRALLEGO9008181,22.0
FRIZFPFAST445,FRIZFEFAST44511,22.0
FRIIMPIZIM95,FRIIMEIZIM9513,150.0
FRIZFPFAST5,FRIZFEFAST521,150.0
FRALLPGO900218,FRALLEGO9002181,300.0
FRGLYPLYON211,FRGLYELYON21111,24.0
FRIZFPFAST100,FRIZFEFAST10011,150.0
FRSIGPSIGE227,FRSIGESIGE22711,24.0
FRIIMPIZIM2,FRIIMEIZIM211,24.0
FRIZFPFAST339,FRIZFEFAST33921,150.0
FRALLPGO700004,FRALLEGO7000041,50.0
FRALLPGO900582,FRALLEGO9005822,22.0
FRE04POAZS214,FRE04EOAZS21411,50.0
FRIZFPFAST397,FRIZFEFAST39723,150.0
FRIZFPFAST204,FRIZFEFAST20423,150.0
FRIZFPFAST130,FRIZFEFAST13013,150.0
FRIZFPFAST186,FRIZFEFAST18623,150.0
FRDRVPACKZ,FRDRVEAPTY2,22.08
FRIXLPLIMO42,FRIXLELIMO4211,24.0
FRIZFPFAST134,FRIZFEFAST13413,150.0
FRIOYP13530909,FRIOYE410352,50.0
FRSHEP5222200,FRSHEE904,22.0
FRFASP11568713,FRFASE3311401,300.0
FRGYMP738443,FRGYME4464012,150.0
FRPLNP8203359,FRPLNEH0005603,38.0
FRPLNP10525905,FRPLNEH0021221,400.0
FRFASP11568776,FRFASE3321003,300.0
FRSIGPSIGE237,FRSIGESIGE23711,24.0
FRIZFPFAST290,FRIZFEFAST29022,180.0
FRALLPGO700215,FRALLEGO7002151,100.0
FRGLYPLYON185,FRGLYELYON18511,50.0
FRIZFPFAST53,FRIZFEFAST5311,150.0
FRIZFPFAST329,FRIZFEFAST32923,150.0
FRLDLPLFR3627EVCP,FRLDLE0000,120.0
FRLDLPLFR3627EVCP,FRLDLE00007353,120.0
FRALLPGO900292,FRALLEGO9002923,150.0
FRE04POAZS215,FRE04EOAZS21511,50.0
FRIXLPLIMO30,FRIXLELIMO3011,24.0
FRFASP11568874,FRFASE3322304,400.0
FRE04POAZS265,FRE04EOAZS26512,180.0
FRSHEP5869993,FRSHEE453,300.0
FRIZFPFAST682,FRIZFEFAST68211,150.0
FRIOYP13530946,FRIOYE403606,350.0
FRSHEP5242817,FRSHEE1811,300.0
FRELCP12954790,FRELCE34TX,300.0
FRLDLPLFR3627EVCP,FRLDLE00007352,120.0
FRSHEP4727269,FRSHEE3293,150.0
FRALLPGO500003,FRALLEGO5000031,200.0
FRSHEP5233161,FRSHEE3362,300.0
FRLDLPLFR4363EVCP,FRLDLE00007619,300.0
FRATLPPZ331FRODYSSE000002,FRATLE101592,300.0
FRATLPPZ331FRODYSSE000001,FRATLE001033,22.0
FRATLPPZ331FRODYSSE000001,FRATLE001032,150.0
FRE04POAZS14,FRE04EOAZS1453,150.0
FRGLYPLYON207,FRGLYELYON20721,24.0
FRGLYPLYON123,FRGLYELYON12321,24.0
FRALLPGO900942,FRALLEGO9009421,150.0
FRIZFPFAST128,FRIZFEFAST12821,150.0
FRIGFPFRAI71,FRIGFEFRAI7111,150.0
FRALLPGO800415,FRALLEGO8004151,300.0
FRDRVPCRFMKT563901,FRDRVEAKTY1,50.0
FRE04POAZS225,FRE04EOAZS22513,200.0
FRIZFPFAST292,FRIZFEFAST29213,180.0
FRIZFPFAST394,FRIZFEFAST39413,150.0
FRIZFPFAST538,FRIZFEFAST53811,150.0
FRDRVPCRFMKT563901,FRDRVEAKTY2,50.0
FRE04POAZS244,FRE04EOAZS24411,150.0
FRSHEP5883792,FRSHEE4052,125.0
FRILFPLFRE21,FRILFELFRE2112,150.0
FRIZFPFAST722,FRIZFEFAST72211,150.0
FRIZFPFAST128,FRIZFEFAST12813,150.0
FRIZFPFAST556,FRIZFEFAST55612,180.0
FRSHEP5222200,FRSHEE914,22.0
FRGLYPLYON192,FRGLYELYON19221,100.0
FRIZFPFAST164,FRIZFEFAST16423,150.0
FRIZFPFAST544,FRIZFEFAST54413,150.0
FRE04POAZS246,FRE04EOAZS24611,150.0
FRIZFPFAST405,FRIZFEFAST40523,150.0
FRIZFPFAST25,FRIZFEFAST2511,150.0
FRIXLPLIMO28,FRIXLELIMO2811,24.0
FRE04POAZS270,FRE04EOAZS27013,180.0
FRIZFPFAST190,FRIZFEFAST19011,150.0
FRIMXPIMAX19,FRIMXEIMAX1922,200.0
FRIZFPFAST188,FRIZFEFAST18813,150.0
FRSHEP13523102,FRSHEE3271,150.0
FRMILP9141590,FRMILE0000871,400.0
FRMFCPCARCASSONNE,FRMFCECARCASSONNE5,23.04
FRIZMPMAMP111,FRIZMEMAMP11111,24.0
FRIZFPFAST565,FRIZFEFAST56513,150.0
FRFASP11568784,FRFASE3321907,400.0
FRSHEP4502292,FRSHEE2973,150.0
FRIZFPFAST546,FRIZFEFAST54621,150.0
FRIZFPFAST202,FRIZFEFAST20223,150.0
FRIZFPFAST640,FRIZFEFAST64013,150.0
FRIZFPFAST480,FRIZFEFAST48013,150.0
FRFASP11568726,FRFASE3310802,300.0
FRIMXPIMAX18,FRIMXEIMAX1812,150.0
FRIOYP13531314,FRIOYE468051,43.0
FRIZFPFAST394,FRIZFEFAST39411,150.0
FRDRVPACKZ,FRDRVECMSV1,50.0
FRIZFPFAST3,FRIZFEFAST311,150.0
FRIZFPFAST349,FRIZFEFAST34923,200.0
FRSHEP5869993,FRSHEE442,300.0
FRSHEP3780497,FRSHEE753,22.0
FRIZFPFAST25,FRIZFEFAST2513,150.0
FRMFCPDUNKERQUE,FRMFCEDUNKERQUE5,320.0
FRE04POAZS357,FRE04EOAZS35711,150.0
FRGLYPLYON55,FRGLYELYON5521,24.0
FRDRVPCRFMKT771401,FRDRVEFRVW1,50.0
FRUBIP10536630,FRUBIE10092018,22.0
FRPLNP10173021,FRPLNEH0010762,150.0
FRIOYP13531314,FRIOYE468007,350.0
FRELCP12954569,FRELCEEXCR,300.0
FRIZFPFAST365,FRIZFEFAST36513,150.0
FRIZFPFAST574,FRIZFEFAST57421,150.0
FRMILP9056973,FRMILE0000801,400.0
FRIZFPFAST631,FRIZFEFAST63112,120.0
FRE04POAZS223,FRE04EOAZS22312,350.0
FRUBIP10536685,FRUBIE10017845,22.0
FRUBIP10536648,FRUBIE10005259,22.0
