index,region,dept,com
7178,28,61,61257
7179,76,32,32305
7180,75,64,64246
7181,75,79,79024
7182,75,47,47015
7183,84,26,26263
7184,,,50508
7185,27,89,89129
7186,76,31,31335
7187,24,41,41242
7188,,,27060
7189,44,55,55224
7190,28,61,61015
7191,,,61463
7192,44,51,51576
7193,32,02,02311
7194,75,19,19165
7195,11,77,77262
7196,93,05,05107
7197,28,14,14237
7198,75,86,86075
7199,76,32,32084
7200,84,01,01095
7201,84,63,63346
7202,24,37,37067
7203,32,02,02227
7204,44,68,68050
7205,44,55,55535
7206,44,88,88419
7207,27,25,25138
7208,,,27283
7209,32,80,80774
7210,76,66,66095
7211,76,11,11400
7212,53,29,29161
7213,76,46,46318
7214,76,31,31555
7215,75,17,17093
7216,28,76,76664
7217,,,67390
7218,24,28,28341
7219,32,60,60097
7220,27,21,21246
7221,27,89,89067
7222,84,73,73285
7223,44,52,52405
7224,84,38,38069
7225,27,71,71075
7226,44,10,10388
7227,32,59,59624
7228,84,15,15106
7229,94,2B,2B344
7230,84,38,38465
7231,32,62,62774
7232,52,44,44153
7233,75,24,24412
7234,76,09,09101
7235,28,76,76278
7236,,,70108
7237,84,03,03106
7238,28,27,27481
7239,28,76,76156
7240,75,19,19243
7241,84,73,73168
7242,75,40,40171
7243,76,46,46196
7244,44,51,51035
7245,75,64,64293
7246,44,55,55338
7247,93,06,06086
7248,,,09286
7249,44,57,57360
7250,44,57,57627
7251,44,52,52014
7252,44,54,54354
7253,44,54,54115
7254,44,51,51162
7255,,,73045
7256,84,03,03127
7257,,,85041
7258,84,03,03253
7259,93,84,84113
7260,28,27,27067
7261,75,64,64064
7262,32,59,59290
7263,76,46,46308
7264,75,19,19273
7265,53,35,35343
7266,76,81,81184
7267,76,48,48064
7268,32,62,62352
7269,76,30,30068
7270,11,77,77181
7271,11,78,78586
7272,52,72,72002
7273,11,78,78530
7274,28,76,76690
7275,32,60,60209
7276,27,58,58199
7277,32,60,60054
7278,24,18,18015
7279,84,43,43246
7280,,,48125
7281,75,87,87159
7282,44,57,57081
7283,44,10,10086
7284,32,62,62534
7285,94,2A,2A268
7286,44,51,51488
7287,52,44,44028
7288,44,54,54378
7289,52,44,44199
7290,75,64,64530
7291,24,36,36165
7292,28,14,14062
7293,44,10,10014
7294,27,71,71093
7295,,,15177
7296,32,02,02712
7297,44,08,08360
7298,84,38,38296
7299,75,24,24571
7300,28,61,61510
7301,,,52533
7302,84,01,01227
7303,27,70,70169
7304,53,56,56094
7305,76,11,11160
7306,76,32,32344
7307,75,33,33489
7308,76,11,11024
7309,32,59,59400
7310,75,24,24096
7311,28,50,50648
7312,27,25,25121
7313,,,34330
7314,,,49301
7315,53,29,29053
7316,24,28,28403
7317,76,65,65120
7318,32,59,59599
7319,53,56,56035
7320,84,38,38283
7321,75,33,33053
7322,52,49,49288
7323,75,64,64494
7324,76,09,09179
7325,84,03,03132
7326,32,02,02192
7327,76,31,31410
7328,11,93,93048
7329,44,68,68179
7330,53,29,29171
7331,76,11,11060
7332,27,70,70401
7333,76,32,32413
7334,,,49348
7335,32,59,59033
7336,76,65,65442
7337,84,01,01166
7338,32,80,80815
7339,32,02,02006
7340,44,54,54239
7341,11,78,78605
7342,75,19,19137
7343,76,11,11395
7344,27,25,25045
7345,27,89,89037
7346,27,39,39574
7347,32,60,60383
7348,27,89,89093
7349,28,14,14639
7350,44,08,08463
7351,44,68,68174
7352,11,78,78089
7353,28,50,50046
7354,44,68,68122
7355,76,65,65221
7356,24,28,28036
7357,24,45,45322
7358,53,22,22266
7359,75,40,40172
7360,76,81,81246
7361,27,21,21505
7362,,,24239
7363,44,88,88288
7364,76,81,81035
7365,28,27,27209
7366,75,17,17412
7367,75,17,17484
7368,76,65,65196
7369,76,30,30095
7370,32,60,60230
7371,28,61,61232
7372,27,21,21410
7373,24,41,41150
7374,94,2B,2B236
7375,27,58,58163
7376,53,56,56177
7377,32,62,62568
7378,76,32,32336
7379,84,03,03099
7380,24,45,45271
7381,44,10,10435
7382,75,86,86020
7383,27,70,70271
7384,28,50,50207
7385,11,95,95058
7386,93,06,06033
7387,27,25,25618
7388,75,16,16113
7389,75,86,86165
7390,52,72,72120
7391,24,45,45296
7392,76,66,66074
7393,53,29,29217
7394,76,34,34012
7395,27,89,89150
7396,84,07,07025
7397,44,52,52160
7398,32,59,59545
7399,44,68,68177
7400,84,74,74056
7401,84,26,26352
7402,27,21,21264
7403,84,03,03170
7404,93,04,04134
7405,75,19,19080
7406,75,64,64031
7407,28,76,76358
7408,24,37,37255
7409,84,15,15119
7410,32,80,80154
7411,11,93,93046
7412,,,49335
7413,84,69,69119
7414,32,02,02151
7415,44,68,68102
7416,75,24,24429
7417,75,33,33440
7418,06,976,97607
7419,32,02,02521
7420,76,82,82126
7421,76,31,31428
7422,44,88,88492
7423,76,34,34340
7424,32,60,60559
7425,84,01,01157
7426,76,31,31382
7427,76,66,66104
7428,44,10,10107
7429,84,38,38128
7430,84,01,01045
7431,76,31,31096
7432,53,56,56067
7433,76,12,12224
7434,28,14,14751
7435,28,76,76271
7436,52,53,53193
7437,44,88,88089
7438,84,73,73137
7439,32,62,62390
7440,84,15,15091
7441,76,09,09329
7442,32,02,02004
7443,11,78,78278
7444,24,28,28068
7445,27,89,89332
7446,76,11,11255
7447,93,84,84108
7448,24,28,28160
7449,76,30,30149
7450,,,69129
7451,76,31,31240
7452,32,59,59481
7453,,,80731
7454,27,21,21408
7455,11,78,78677
7456,76,09,09266
7457,24,36,36136
7458,24,36,36222
7459,53,22,22134
7460,44,08,08386
7461,44,10,10098
7462,76,30,30127
7463,27,89,89262
7464,84,01,01013
7465,27,39,39011
7466,11,91,91333
7467,53,22,22109
7468,76,65,65186
7469,44,57,57494
7470,84,26,26159
7471,75,47,47288
7472,75,24,24053
7473,76,66,66084
7474,84,03,03181
7475,93,05,05082
7476,,,56144
7477,76,30,30010
7478,32,62,62282
7479,84,74,74223
7480,76,09,09231
7481,27,71,71311
7482,32,62,62002
7483,27,21,21038
7484,27,71,71300
7485,44,57,57566
7486,27,89,89351
7487,93,06,06037
7488,27,21,21085
7489,53,56,56070
7490,84,07,07200
7491,75,64,64202
7492,27,71,71275
7493,32,80,80765
7494,75,47,47019
7495,94,2A,2A232
7496,28,76,76411
7497,32,02,02220
7498,24,28,28405
7499,,,53095
7500,32,59,59665
7501,28,76,76683
7502,53,22,22170
7503,,,49037
7504,44,88,88375
7505,24,37,37179
7506,76,32,32465
7507,27,21,21088
7508,27,58,58177
7509,84,63,63276
7510,24,18,18097
7511,84,69,69261
7512,84,07,07127
7513,84,63,63161
7514,24,41,41217
7515,84,74,74178
7516,76,65,65360
7517,28,50,50077
7518,32,02,02372
7519,27,70,70583
7520,44,10,10113
7521,75,16,16316
7522,,,28015
7523,76,30,30208
7524,52,53,53260
7525,11,91,91114
7526,76,34,34338
7527,44,52,52422
7528,28,61,61512
7529,76,34,34243
7530,76,66,66084
7531,24,28,28149
7532,76,66,66194
7533,76,31,31393
7534,44,67,67425
7535,44,08,08090
7536,84,73,73307
7537,76,11,11277
7538,53,29,29117
7539,11,95,95341
7540,76,32,32082
7541,75,16,16385
7542,,,56197
7543,28,76,76231
7544,76,65,65321
7545,76,65,65033
7546,84,63,63098
7547,44,57,57391
7548,32,62,62708
7549,32,59,59557
7550,44,67,67334
7551,44,67,67272
7552,27,89,89096
7553,27,39,39205
7554,24,28,28212
7555,44,55,55037
7556,24,45,45328
7557,75,87,87044
7558,75,23,23261
7559,11,92,92012
7560,75,33,33361
7561,84,42,42215
7562,75,17,17388
7563,76,12,12167
7564,24,18,18110
7565,84,38,38514
7566,84,01,01255
7567,76,30,30096
7568,27,21,21548
7569,75,86,86053
7570,76,81,81230
7571,32,62,62313
7572,24,41,41217
7573,84,26,26248
7574,27,39,39289
7575,11,91,91274
7576,32,62,62052
7577,32,02,02180
7578,75,64,64174
7579,84,15,15244
7580,84,74,74031
7581,27,25,25580
7582,53,22,22279
7583,44,51,51050
7584,76,12,12287
7585,52,53,53258
7586,,,50007
7587,32,59,59009
7588,84,03,03099
7589,27,90,90034
7590,76,31,31184
7591,,,16206
7592,93,83,83111
7593,93,83,83057
7594,76,30,30064
7595,75,79,79246
7596,84,26,26012
7597,76,82,82168
7598,44,08,08151
7599,84,01,01083
7600,,,16110
7601,11,95,95365
7602,76,34,34133
7603,28,61,61386
7604,52,72,72351
7605,32,02,02727
7606,93,13,13048
7607,44,57,57091
7608,53,29,29109
7609,44,57,57063
7610,75,33,33278
7611,11,91,91235
7612,32,02,02259
7613,93,06,06153
7614,32,60,60381
7615,,,08213
7616,32,80,80332
7617,44,51,51315
7618,27,58,58166
7619,53,22,22330
7620,27,71,71094
7621,84,42,42106
7622,27,25,25297
7623,27,39,39037
7624,28,14,14619
7625,76,12,12284
7626,32,02,02512
7627,84,38,38154
7628,76,32,32334
7629,28,76,76161
7630,76,82,82102
7631,53,29,29155
7632,27,25,25070
7633,75,40,40104
7634,76,31,31132
7635,93,06,06108
7636,76,31,31386
7637,76,31,31473
7638,32,02,02625
7639,75,64,64460
7640,44,88,88140
7641,32,62,62616
7642,76,32,32103
7643,32,02,02639
7644,28,76,76566
7645,84,38,38191
7646,75,47,47098
7647,76,65,65239
7648,76,65,65215
7649,32,62,62280
7650,28,76,76042
7651,,,72262
7652,75,33,33553
7653,,,73174
7654,53,56,56024
7655,93,13,13001
7656,44,68,68072
7657,44,88,88017
7658,,,14695
7659,52,72,72042
7660,11,78,78518
7661,75,64,64345
7662,32,80,80044
7663,53,22,22019
7664,76,48,48128
7665,76,32,32205
7666,84,03,03103
7667,75,16,16145
7668,52,85,85004
7669,24,36,36210
7670,11,77,77179
7671,75,79,79239
7672,84,69,69003
7673,44,88,88470
7674,27,89,89217
7675,28,14,14439
7676,75,24,24068
7677,44,54,54370
7678,44,67,67408
7679,27,70,70089
7680,24,41,41105
7681,28,76,76389
7682,32,62,62863
7683,11,95,95139
7684,76,12,12141
7685,28,27,27168
7686,32,02,02806
7687,27,90,90043
7688,93,84,84026
7689,75,79,79289
7690,93,13,13210
7691,75,16,16377
7692,11,78,78410
7693,44,57,57762
7694,84,01,01317
7695,24,28,28354
7696,32,59,59463
7697,44,51,51507
7698,76,32,32169
7699,,,24389
7700,93,04,04017
7701,76,12,12206
7702,76,66,66109
7703,27,21,21520
7704,,,68162
7705,24,41,41038
7706,24,45,45331
7707,84,26,26266
7708,28,14,14090
7709,24,45,45206
7710,44,52,52426
7711,32,59,59157
7712,,,22357
7713,27,21,21250
7714,44,51,51314
7715,,,14576
7716,32,80,80735
7717,28,76,76487
7718,24,45,45083
7719,44,57,57698
7720,11,78,78278
7721,27,21,21653
7722,84,42,42106
7723,28,50,50169
7724,76,12,12068
7725,32,80,80533
7726,75,24,24354
7727,76,11,11041
7728,32,60,60310
7729,,,39482
7730,32,80,80449
7731,93,04,04030
7732,84,03,03172
7733,28,76,76308
7734,93,83,83025
7735,84,38,38248
7736,28,76,76138
7737,84,15,15190
7738,24,37,37133
7739,27,39,39017
7740,44,68,68185
7741,76,48,48034
7742,24,37,37033
7743,84,01,01234
7744,28,50,50146
7745,75,17,17455
7746,44,10,10130
7747,75,19,19106
7748,,,49177
7749,76,34,34099
7750,84,26,26358
7751,75,47,47231
7752,27,70,70567
7753,24,45,45141
7754,84,73,73160
7755,76,31,31408
7756,84,15,15158
7757,53,22,22226
7758,84,38,38162
7759,44,67,67278
7760,75,64,64150
7761,84,15,15086
7762,84,15,15238
7763,44,57,57515
7764,75,17,17408
7765,11,91,91495
7766,27,21,21294
7767,,,25034
7768,44,55,55078
7769,76,65,65063
7770,76,11,11332
7771,84,43,43018
7772,44,10,10428
7773,27,90,90062
7774,27,70,70234
7775,27,25,25311
7776,44,08,08170
7777,93,06,06020
7778,84,15,15042
7779,11,77,77269
7780,44,10,10294
7781,84,73,73280
7782,93,83,83127
7783,24,28,28289
7784,,,10003
7785,32,80,80677
7786,24,37,37280
7787,44,08,08347
7788,28,27,27117
7789,24,28,28053
7790,28,76,76620
7791,44,54,54152
7792,28,76,76484
7793,,,69073
7794,27,39,39030
7795,24,45,45006
7796,28,76,76404
7797,44,88,88205
7798,75,24,24302
7799,53,56,56133
7800,75,33,33488
7801,75,19,19253
7802,,,50564
7803,76,31,31320
7804,44,57,57054
7805,27,89,89418
7806,84,26,26359
7807,75,33,33536
7808,24,37,37042
7809,27,58,58239
7810,32,80,80436
7811,84,03,03287
7812,76,32,32433
7813,,,46331
7814,76,11,11248
7815,53,22,22036
7816,76,65,65012
7817,84,42,42239
7818,,,43176
7819,76,11,11269
7820,,,53241
7821,75,64,64381
7822,44,68,68111
7823,84,38,38402
7824,32,02,02554
7825,24,36,36063
7826,,,14208
7827,84,38,38437
7828,84,42,42020
7829,11,91,91226
7830,93,05,05066
7831,32,62,62513
7832,27,70,70540
7833,44,52,52364
7834,24,45,45263
7835,76,09,09130
7836,32,02,02241
7837,27,58,58141
7838,44,51,51558
7839,27,21,21430
7840,44,51,51604
7841,75,40,40147
7842,27,21,21613
7843,52,44,44188
7844,76,34,34154
7845,75,23,23264
7846,,,50242
7847,27,25,25413
7848,28,61,61490
7849,28,76,76210
7850,24,45,45060
7851,76,31,31129
7852,27,58,58251
7853,44,88,88516
7854,53,56,56141
7855,,,27262
7856,52,72,72297
7857,84,03,03260
7858,27,89,89424
7859,28,61,61281
7860,53,35,35035
7861,24,37,37259
7862,44,08,08109
7863,11,93,93029
7864,53,35,35248
7865,76,32,32195
7866,28,76,76572
7867,53,35,35246
7868,27,39,39565
7869,94,2A,2A146
7870,27,21,21380
7871,53,22,22039
7872,32,59,59391
7873,44,55,55552
7874,75,16,16059
7875,84,26,26011
7876,24,28,28339
7877,11,77,77524
7878,27,71,71232
7879,32,02,02031
7880,28,76,76541
7881,32,02,02339
7882,44,51,51660
7883,76,09,09071
7884,28,27,27205
7885,24,41,41030
7886,94,2B,2B224
7887,84,74,74015
7888,24,36,36046
7889,11,78,78310
7890,11,95,95218
7891,76,12,12158
7892,27,21,21064
7893,27,21,21280
7894,75,87,87128
7895,76,65,65054
7896,44,52,52195
7897,94,2A,2A326
7898,28,27,27430
7899,75,40,40244
7900,32,02,02097
7901,11,91,91067
7902,93,04,04116
7903,44,51,51018
7904,53,35,35224
7905,,,44180
7906,76,12,12225
7907,84,26,26352
7908,44,57,57494
7909,27,71,71369
7910,,,80731
7911,44,54,54446
7912,27,21,21655
7913,94,2B,2B005
7914,44,68,68090
7915,53,29,29265
