index,region,dept,com
2933,76,32,32042
2934,76,09,09262
2935,84,69,69299
2936,44,51,51589
2937,75,64,64123
2938,44,68,68059
2939,32,62,62317
2940,24,18,18176
2941,11,77,77316
2942,,,51494
2943,84,26,26238
2944,,,48060
2945,76,31,31315
2946,84,63,63377
2947,32,02,02258
2948,44,52,52326
2949,27,70,70459
2950,53,22,22126
2951,75,33,33460
2952,76,32,32380
2953,44,57,57579
2954,94,2B,2B184
2955,76,31,31477
2956,75,19,19060
2957,75,40,40315
2958,75,79,79277
2959,53,29,29080
2960,,,53274
2961,44,57,57566
2962,32,02,02235
2963,76,65,65346
2964,,,49318
2965,,,49157
2966,27,70,70078
2967,84,69,69039
2968,75,64,64054
2969,75,33,33138
2970,32,62,62746
2971,75,16,16123
2972,27,89,89145
2973,28,14,14038
2974,28,61,61467
2975,75,23,23199
2976,76,66,66051
2977,76,32,32195
2978,93,13,13114
2979,44,57,57609
2980,28,27,27441
2981,32,62,62035
2982,76,81,81148
2983,27,25,25441
2984,44,08,08167
2985,27,71,71253
2986,75,33,33390
2987,93,04,04127
2988,75,47,47250
2989,84,03,03196
2990,84,38,38310
2991,,,49312
2992,44,54,54103
2993,53,29,29015
2994,44,51,51386
2995,75,79,79355
2996,32,02,02460
2997,76,32,32161
2998,84,73,73212
2999,44,08,08357
3000,32,80,80428
3001,93,04,04174
3002,27,25,25550
3003,32,62,62039
3004,53,56,56113
3005,84,43,43018
3006,75,16,16026
3007,32,62,62156
3008,84,38,38418
3009,28,76,76240
3010,84,42,42027
3011,75,47,47052
3012,27,70,70082
3013,84,63,63004
3014,32,02,02139
3015,52,85,85213
3016,76,32,32140
3017,,,61513
3018,84,73,73061
3019,75,16,16253
3020,93,04,04240
3021,11,92,92036
3022,93,05,05097
3023,75,64,64444
3024,75,47,47285
3025,44,54,54100
3026,27,70,70012
3027,44,67,67531
3028,52,44,44211
3029,24,18,18003
3030,27,89,89058
3031,75,47,47061
3032,84,69,69088
3033,76,32,32237
3034,53,22,22101
3035,44,52,52089
3036,93,83,83150
3037,32,80,80802
3038,93,05,05074
3039,32,02,02829
3040,,,29227
3041,27,70,70179
3042,24,36,36109
3043,84,63,63112
3044,44,67,67149
3045,76,31,31175
3046,28,27,27254
3047,24,18,18233
3048,32,59,59084
3049,32,02,02624
3050,44,57,57260
3051,11,92,92032
3052,24,18,18153
3053,52,49,49259
3054,53,35,35146
3055,75,40,40071
3056,32,02,02521
3057,44,68,68378
3058,32,02,02156
3059,44,10,10007
3060,32,02,02525
3061,53,29,29166
3062,27,58,58211
3063,27,70,70233
3064,27,89,89024
3065,52,44,44196
3066,28,27,27070
3067,28,76,76734
3068,27,39,39296
3069,53,35,35168
3070,28,76,76064
3071,32,59,59110
3072,,,21486
3073,44,55,55236
3074,32,80,80038
3075,24,37,37070
3076,84,15,15133
3077,76,30,30178
3078,52,53,53182
3079,28,76,76160
3080,11,77,77291
3081,32,62,62018
3082,44,57,57357
3083,76,11,11205
3084,32,59,59641
3085,84,38,38517
3086,,,24072
3087,84,63,63374
3088,44,57,57409
3089,,,55539
3090,52,53,53187
3091,84,26,26380
3092,84,03,03090
3093,76,81,81147
3094,76,32,32096
3095,84,63,63145
3096,28,27,27489
3097,11,78,78383
3098,75,33,33505
3099,27,71,71066
3100,11,77,77471
3101,28,50,50412
3102,,,53207
3103,44,55,55018
3104,76,81,81268
3105,32,59,59208
3106,11,77,77364
3107,44,54,54067
3108,84,73,73095
3109,32,02,02376
3110,32,02,02085
3111,76,12,12042
3112,84,07,07095
3113,84,69,69043
3114,27,21,21017
3115,76,34,34204
3116,,,89174
3117,,,50436
3118,75,23,23211
3119,32,80,80333
3120,27,39,39128
3121,28,76,76645
3122,,,49095
3123,76,09,09328
3124,75,33,33503
3125,27,58,58085
3126,,,08009
3127,52,85,85045
3128,93,84,84026
3129,53,22,22148
3130,27,71,71048
3131,75,87,87146
3132,32,60,60404
3133,76,48,48059
3134,44,52,52291
3135,75,16,16336
3136,44,08,08052
3137,28,61,61374
3138,27,39,39042
3139,24,41,41139
3140,84,74,74074
3141,44,57,57730
3142,53,35,35288
3143,32,62,62641
3144,,,49096
3145,24,41,41001
3146,93,13,13079
3147,,,52224
3148,24,28,28342
3149,84,42,42273
3150,27,21,21456
3151,32,62,62572
3152,,,04029
3153,76,66,66132
3154,76,65,65392
3155,75,24,24566
3156,84,63,63070
3157,76,82,82009
3158,28,14,14589
3159,75,16,16392
3160,75,64,64209
3161,84,69,69077
3162,44,08,08066
3163,,,41005
3164,44,51,51122
3165,,,50179
3166,75,19,19018
3167,76,09,09331
3168,75,47,47193
3169,,,29219
3170,44,54,54532
3171,32,62,62020
3172,,,55402
3173,32,59,59448
3174,76,65,65216
3175,27,70,70473
3176,84,43,43060
3177,76,11,11325
3178,11,95,95682
3179,44,67,67135
3180,24,18,18257
3181,94,2A,2A032
3182,44,51,51362
3183,75,79,79185
3184,44,54,54072
3185,75,64,64498
3186,84,63,63086
3187,44,67,67200
3188,28,14,14499
3189,,,86245
3190,24,37,37201
3191,27,39,39208
3192,53,29,29007
3193,,,14013
3194,44,57,57131
3195,24,18,18101
3196,76,66,66205
3197,44,51,51342
3198,24,37,37110
3199,75,23,23040
3200,53,22,22178
3201,44,67,67235
3202,27,70,70447
3203,44,68,68008
3204,44,51,51470
3205,27,21,21523
3206,44,57,57046
3207,27,58,58006
3208,32,62,62354
3209,,,68012
3210,84,42,42299
3211,32,80,80065
3212,24,37,37008
3213,24,41,41069
3214,28,27,27571
3215,32,60,60021
3216,84,43,43129
3217,76,31,31299
3218,93,06,06010
3219,27,70,70114
3220,84,73,73286
3221,44,55,55060
3222,44,88,88226
3223,11,78,78407
3224,28,50,50488
3225,27,71,71113
3226,75,19,19014
3227,44,57,57125
3228,24,45,45027
3229,84,01,01334
3230,24,18,18255
3231,84,03,03018
3232,32,80,80162
3233,52,53,53030
3234,32,02,02040
3235,44,51,51578
3236,28,76,76318
3237,93,05,05014
3238,32,60,60499
3239,27,25,25386
3240,44,54,54262
3241,24,45,45200
3242,75,47,47094
3243,24,37,37187
3244,24,18,18265
3245,27,39,39307
3246,27,90,90095
3247,44,51,51602
3248,24,36,36145
3249,32,02,02087
3250,28,76,76105
3251,75,23,23238
3252,75,40,40109
3253,32,62,62281
3254,,,24249
3255,94,2A,2A114
3256,44,54,54189
3257,75,24,24527
3258,32,80,80210
3259,11,95,95604
3260,75,24,24495
3261,75,16,16277
3262,75,40,40272
3263,32,59,59405
3264,75,24,24304
3265,76,12,12115
3266,32,02,02751
3267,32,80,80785
3268,75,86,86177
3269,32,60,60521
3270,27,39,39331
3271,24,45,45196
3272,53,56,56030
3273,44,10,10127
3274,84,74,74068
3275,24,37,37249
3276,27,58,58110
3277,84,74,74183
3278,76,81,81142
3279,44,08,08203
3280,53,29,29224
3281,84,38,38066
3282,76,66,66182
3283,53,56,56122
3284,84,42,42047
3285,32,02,02146
3286,93,05,05151
3287,27,25,25303
3288,84,63,63221
3289,11,95,95436
3290,44,57,57374
3291,53,56,56156
3292,,,69210
3293,84,01,01364
3294,28,50,50363
3295,93,83,83051
3296,32,60,60276
3297,32,60,60466
3298,32,80,80281
3299,84,43,43165
3300,52,85,85148
3301,32,59,59552
3302,76,31,31396
3303,75,33,33401
3304,27,25,25095
3305,76,82,82118
3306,53,56,56005
3307,76,12,12018
3308,84,01,01065
3309,76,31,31261
3310,24,45,45077
3311,75,17,17347
3312,75,24,24059
3313,76,32,32177
3314,27,90,90070
3315,24,18,18068
3316,53,56,56020
3317,44,67,67465
3318,32,02,02328
3319,75,33,33269
3320,,,49039
3321,24,45,45051
3322,28,61,61424
3323,11,77,77258
3324,44,55,55163
3325,32,80,80037
3326,52,53,53155
3327,93,05,05031
3328,53,56,56213
3329,84,01,01189
3330,24,41,41238
3331,44,67,67396
3332,44,68,68293
3333,52,49,49176
3334,75,79,79326
3335,76,46,46069
3336,52,72,72249
3337,27,21,21384
3338,28,27,27512
3339,32,80,80245
3340,24,45,45151
3341,32,02,02338
3342,27,89,89268
3343,93,84,84138
3344,24,28,28139
3345,28,14,14435
3346,27,71,71072
3347,27,25,25482
3348,76,30,30221
3349,94,2A,2A031
3350,84,74,74135
3351,24,37,37189
3352,76,46,46078
3353,32,59,59646
3354,44,51,51568
3355,93,06,06128
3356,76,32,32363
3357,32,59,59335
3358,76,30,30159
3359,76,30,30281
3360,32,80,80469
3361,28,27,27521
3362,75,47,47317
3363,28,61,61278
3364,28,14,14302
3365,,,88234
3366,,,15027
3367,76,30,30200
3368,44,67,67360
3369,24,37,37089
3370,75,86,86128
3371,44,88,88515
3372,44,55,55108
3373,32,02,02218
3374,28,50,50598
3375,,,85069
3376,75,17,17125
3377,32,62,62450
3378,76,46,46317
3379,76,34,34278
3380,84,01,01319
3381,94,2B,2B172
3382,32,62,62574
3383,84,42,42221
3384,76,81,81147
3385,52,53,53097
3386,24,45,45322
3387,44,57,57734
3388,75,16,16089
3389,44,55,55258
3390,44,08,08330
3391,44,54,54587
3392,28,50,50574
3393,44,51,51375
3394,32,02,02232
3395,27,25,25235
3396,75,86,86011
3397,75,19,19115
3398,84,63,63196
3399,44,68,68296
3400,53,22,22027
3401,84,74,74203
3402,75,40,40315
3403,94,2A,2A127
3404,93,06,06047
3405,28,50,50500
3406,24,37,37138
3407,27,71,71198
3408,84,01,01142
3409,11,78,78597
3410,75,24,24566
3411,27,58,58156
3412,52,44,44141
3413,,,70191
3414,75,64,64262
3415,,,64300
3416,32,62,62024
3417,,,27092
3418,84,43,43147
3419,27,71,71215
3420,11,78,78396
3421,44,08,08416
3422,32,60,60081
3423,44,54,54006
3424,93,13,13011
3425,,,14432
3426,44,57,57457
3427,11,78,78443
3428,44,10,10366
3429,27,70,70080
3430,27,70,70402
3431,53,22,22200
3432,27,58,58065
3433,44,54,54355
3434,32,62,62382
3435,94,2B,2B275
3436,84,43,43268
3437,27,25,25449
3438,44,51,51127
3439,76,34,34102
3440,28,27,27294
3441,27,21,21664
3442,84,42,42145
3443,32,60,60376
3444,44,51,51076
3445,11,78,78522
3446,75,17,17202
3447,44,57,57167
3448,75,24,24574
3449,,,27283
3450,76,34,34142
3451,44,51,51563
3452,24,18,18255
3453,75,33,33196
3454,27,89,89315
3455,32,62,62348
3456,44,08,08060
3457,84,01,01099
3458,11,77,77263
3459,44,55,55117
3460,84,38,38256
3461,53,22,22121
3462,32,60,60578
3463,27,25,25199
3464,32,02,02276
3465,76,46,46007
3466,84,38,38432
3467,11,95,95394
3468,28,14,14111
3469,32,02,02794
3470,28,14,14512
3471,28,61,61070
3472,75,23,23201
3473,76,34,34297
3474,44,68,68207
3475,84,63,63427
3476,28,50,50186
3477,75,40,40262
3478,53,22,22117
3479,44,51,51340
3480,52,53,53169
3481,75,19,19182
3482,44,67,67473
3483,24,37,37048
3484,32,80,80648
3485,44,55,55100
3486,28,50,50209
3487,84,43,43202
3488,24,45,45255
3489,44,57,57452
3490,,,45057
3491,27,21,21326
3492,52,72,72122
3493,27,25,25126
3494,84,38,38448
3495,32,62,62830
3496,84,63,63010
3497,75,24,24406
3498,24,36,36115
3499,27,25,25156
3500,32,02,02483
3501,44,08,08073
3502,,,77399
3503,84,73,73107
3504,76,11,11149
3505,27,25,25196
3506,75,33,33218
3507,28,61,61199
3508,44,55,55267
3509,,,61110
3510,75,33,33315
3511,27,21,21458
3512,27,71,71170
3513,32,59,59240
3514,75,40,40065
3515,76,12,12052
3516,76,66,66084
3517,24,37,37104
3518,44,57,57207
3519,44,55,55268
3520,75,17,17044
3521,75,47,47044
3522,76,46,46339
3523,76,31,31589
3524,76,32,32178
3525,24,37,37214
3526,,,61417
3527,,,89086
3528,44,88,88077
3529,24,28,28380
3530,76,12,12111
3531,28,14,14558
3532,27,25,25456
3533,44,67,67301
3534,32,80,80251
3535,84,15,15252
3536,,,14105
3537,27,21,21567
3538,28,76,76324
3539,75,79,79295
3540,32,80,80449
3541,75,24,24514
3542,53,22,22377
3543,32,59,59029
3544,76,66,66209
3545,,,53252
3546,76,32,32412
3547,84,74,74155
3548,94,2B,2B109
3549,52,85,85294
3550,44,52,52276
3551,76,31,31467
3552,76,30,30171
3553,32,60,60315
3554,84,42,42221
3555,32,60,60094
3556,52,72,72238
3557,76,31,31487
3558,84,38,38489
3559,44,88,88286
3560,27,70,70390
3561,24,41,41288
3562,75,17,17337
3563,75,86,86210
3564,76,11,11046
3565,32,02,02561
3566,32,62,62713
3567,27,21,21495
3568,44,88,88222
3569,84,15,15142
3570,27,71,71007
3571,75,64,64036
3572,27,21,21103
3573,76,30,30130
3574,76,11,11084
3575,75,47,47185
3576,44,54,54484
3577,11,91,91175
3578,44,51,51343
3579,27,70,70050
3580,32,59,59228
3581,,,49167
3582,28,76,76119
3583,32,59,59204
3584,52,44,44078
3585,32,60,60454
3586,44,67,67067
3587,11,77,77236
3588,44,08,08425
3589,28,14,14511
3590,44,52,52246
3591,75,47,47226
3592,76,32,32467
3593,44,52,52452
3594,27,39,39109
3595,44,08,08384
3596,32,02,02129
3597,27,21,21555
3598,32,62,62452
3599,27,21,21244
3600,44,54,54259
3601,44,88,88110
3602,28,50,50217
3603,76,31,31137
3604,84,74,74297
3605,27,25,25607
3606,11,94,94028
3607,27,89,89155
3608,28,27,27430
3609,75,17,17406
3610,84,63,63122
3611,93,84,84098
3612,27,89,89017
3613,76,30,30298
3614,84,73,73151
3615,32,60,60601
3616,75,47,47020
3617,32,02,02380
3618,76,81,81273
3619,75,87,87082
3620,27,39,39032
3621,11,77,77408
3622,32,62,62224
3623,44,55,55428
3624,44,88,88075
3625,27,25,25594
3626,75,79,79295
3627,53,35,35188
3628,24,41,41242
3629,,,14151
3630,27,70,70398
3631,28,76,76691
3632,93,05,05010
3633,93,84,84039
3634,28,76,76585
3635,84,38,38268
3636,32,60,60329
3637,32,80,80068
3638,84,01,01118
3639,32,60,60040
3640,84,01,01376
3641,44,54,54190
3642,76,48,48192
3643,76,65,65193
3644,44,67,67237
3645,,,49106
3646,76,65,65046
3647,24,18,18020
3648,84,43,43221
3649,11,77,77392
3650,84,38,38118
3651,84,63,63139
3652,52,44,44155
3653,,,89157
3654,,,67399
3655,27,70,70164
3656,,,76337
3657,28,14,14326
3658,84,73,73097
3659,93,83,83134
3660,,,17219
3661,28,76,76725
3662,28,61,61370
3663,32,60,60263
3664,53,22,22034
3665,84,38,38110
3666,84,43,43095
3667,,,35209
3668,24,41,41116
3669,44,51,51259
3670,44,10,10103
3671,53,35,35180
3672,75,64,64238
3673,44,54,54297
3674,32,02,02107
3675,28,14,14246
3676,44,54,54218
3677,32,02,02075
3678,27,70,70334
3679,32,80,80018
3680,03,973,97304
3681,84,43,43157
3682,94,2A,2A272
3683,84,01,01393
3684,94,2B,2B087
3685,44,08,08098
3686,76,30,30121
3687,75,17,17064
3688,76,81,81189
3689,76,31,31054
3690,27,21,21490
3691,52,49,49121
3692,06,976,97607
3693,76,65,65069
3694,76,32,32202
3695,,,24118
3696,75,16,16023
3697,76,34,34256
3698,52,72,72378
3699,76,48,48053
3700,27,89,89200
3701,27,90,90091
3702,28,14,14098
3703,75,24,24028
3704,27,89,89036
3705,44,54,54309
3706,76,11,11148
3707,75,33,33213
3708,76,81,81229
3709,44,10,10044
3710,84,73,73301
3711,44,55,55490
3712,75,47,47042
3713,75,64,64262
3714,28,76,76735
3715,84,69,69170
3716,,,50273
3717,27,25,25507
3718,27,39,39008
3719,76,82,82126
3720,75,16,16173
3721,76,09,09232
3722,44,54,54359
3723,44,67,67091
3724,84,43,43134
3725,76,31,31066
3726,27,25,25122
3727,93,04,04216
3728,44,10,10370
3729,76,65,65466
3730,,,22192
3731,,,50534
3732,28,27,27695
3733,53,29,29091
3734,93,04,04113
3735,,,49318
3736,24,36,36221
3737,84,01,01219
3738,76,46,46021
3739,32,02,02110
3740,84,26,26174
3741,28,61,61375
3742,75,33,33169
3743,53,29,29189
3744,52,72,72161
3745,76,31,31331
3746,24,18,18163
3747,44,08,08476
3748,44,67,67245
3749,52,44,44217
3750,76,30,30210
3751,32,59,59255
3752,84,74,74064
3753,93,04,04112
3754,44,51,51591
3755,84,42,42150
3756,75,33,33087
3757,84,42,42231
3758,32,80,80697
3759,28,61,61207
3760,,,69237
3761,27,58,58266
3762,28,76,76124
3763,84,73,73087
3764,76,09,09311
3765,76,82,82155
3766,24,28,28425
3767,32,62,62890
3768,75,17,17362
3769,84,38,38438
3770,44,68,68285
3771,75,47,47260
3772,32,80,80174
3773,75,64,64560
3774,76,34,34004
3775,93,05,05036
3776,76,82,82059
3777,27,39,39582
3778,27,39,39203
3779,24,36,36055
3780,75,47,47093
3781,32,62,62155
3782,,,38073
3783,94,2A,2A197
3784,,,38073
3785,44,52,52037
3786,44,55,55404
3787,75,86,86045
3788,27,39,39561
3789,75,23,23155
3790,11,77,77030
3791,75,47,47039
3792,32,02,02716
3793,75,47,47171
3794,32,02,02055
3795,75,47,47251
3796,84,26,26255
3797,,,50037
3798,44,57,57232
3799,28,14,14421
3800,76,82,82192
3801,27,25,25180
3802,94,2B,2B218
3803,76,09,09130
3804,75,86,86065
3805,32,62,62899
3806,75,17,17171
3807,53,29,29071
3808,28,14,14218
3809,28,76,76678
3810,27,71,71403
3811,24,28,28227
3812,32,62,62864
3813,11,91,91027
3814,28,27,27351
3815,32,59,59571
3816,11,91,91132
3817,32,62,62878
3818,76,31,31374
3819,28,50,50050
3820,44,55,55224
3821,32,62,62604
3822,75,16,16182
3823,32,80,80015
3824,75,47,47020
3825,76,09,09341
3826,27,25,25634
3827,76,32,32132
3828,44,68,68383
3829,52,44,44153
3830,76,11,11420
3831,53,35,35090
3832,11,77,77070
3833,75,19,19242
3834,76,65,65166
3835,,,49244
3836,,,14422
3837,76,32,32386
3838,24,41,41079
3839,44,51,51109
3840,75,16,16249
3841,76,48,48065
3842,93,84,84082
3843,28,27,27644
3844,28,76,76072
3845,44,55,55370
3846,52,53,53124
3847,32,80,80615
3848,32,60,60290
3849,27,90,90054
3850,84,74,74292
3851,84,38,38437
3852,44,10,10179
3853,84,69,69209
3854,44,51,51197
3855,,,61109
3856,44,68,68299
3857,44,67,67115
3858,32,59,59074
3859,,,49069
3860,53,35,35342
3861,84,01,01148
3862,53,22,22171
3863,75,64,64088
3864,24,41,41158
3865,93,84,84045
3866,44,67,67375
3867,75,33,33112
3868,27,25,25025
3869,32,80,80798
3870,28,76,76644
3871,32,59,59069
3872,,,22192
3873,28,27,27393
3874,84,26,26106
3875,53,56,56141
3876,93,06,06155
3877,32,62,62153
3878,44,10,10100
3879,84,74,74067
3880,,,49143
3881,76,34,34329
3882,84,07,07081
3883,27,21,21030
3884,76,09,09155
3885,32,02,02418
3886,44,68,68221
3887,27,90,90021
3888,44,57,57367
3889,76,65,65093
3890,75,40,40244
3891,84,26,26300
3892,53,35,35054
3893,84,63,63148
3894,53,35,35233
3895,27,21,21326
3896,53,56,56052
3897,27,21,21322
3898,,,49016
3899,44,52,52242
3900,75,33,33411
3901,75,47,47274
3902,28,76,76580
3903,75,33,33516
3904,84,63,63433
3905,28,50,50568
3906,75,33,33473
3907,,,45163
3908,44,68,68130
3909,24,18,18271
3910,,,52176
3911,44,67,67176
3912,76,65,65256
3913,84,07,07285
3914,44,57,57463
3915,75,24,24278
3916,44,54,54469
3917,11,78,78618
3918,76,32,32310
3919,44,52,52158
3920,76,65,65221
3921,27,25,25331
3922,32,59,59184
3923,75,47,47192
3924,84,38,38416
3925,76,09,09068
3926,32,02,02435
3927,52,85,85300
3928,44,08,08215
3929,75,64,64498
3930,84,01,01418
3931,24,36,36108
3932,27,89,89349
3933,32,62,62179
3934,44,88,88148
3935,32,80,80172
3936,76,48,48100
3937,44,88,88280
3938,27,89,89054
3939,32,80,80801
3940,,,71288
3941,27,89,89318
3942,75,47,47010
3943,44,57,57723
3944,24,45,45147
3945,44,57,57006
3946,,,50035
3947,44,57,57190
3948,11,95,95607
3949,28,27,27602
3950,84,26,26252
3951,44,10,10033
3952,44,10,10137
3953,76,11,11371
3954,76,32,32285
3955,76,12,12257
3956,27,25,25383
3957,84,38,38029
3958,76,34,34216
3959,52,72,72037
3960,84,07,07050
3961,02,972,97225
3962,76,32,32345
3963,,,72384
3964,84,43,43022
3965,52,49,49160
3966,32,60,60050
3967,76,09,09236
3968,27,70,70317
3969,24,37,37263
3970,32,62,62333
3971,52,49,49112
3972,75,24,24382
3973,27,71,71299
3974,32,59,59119
3975,32,60,60244
3976,44,57,57141
3977,24,45,45047
3978,,,53241
3979,32,60,60540
3980,52,85,85092
3981,32,60,60072
3982,11,77,77304
3983,44,88,88039
3984,76,09,09271
3985,,,52279
3986,,,89260
3987,28,76,76510
3988,84,74,74088
3989,75,64,64507
3990,27,58,58009
3991,32,60,60524
3992,76,31,31415
3993,32,02,02055
3994,,,52210
3995,76,32,32142
3996,28,14,14055
3997,44,67,67271
3998,11,91,91560
3999,28,50,50394
4000,84,01,01103
4001,28,76,76198
4002,27,39,39538
4003,,,52389
4004,84,07,07263
4005,32,80,80074
4006,52,85,85205
4007,,,63244
4008,84,63,63323
4009,53,22,22008
4010,53,35,35251
4011,32,59,59311
4012,93,83,83047
4013,84,74,74038
4014,32,59,59661
4015,75,40,40150
4016,84,63,63010
4017,84,03,03059
4018,32,59,59221
4019,53,35,35333
4020,32,80,80324
4021,32,62,62187
4022,,,61115
4023,44,68,68290
4024,44,08,08081
4025,27,70,70087
4026,,,79288
4027,75,33,33104
4028,32,62,62005
4029,,,67014
4030,76,46,46075
4031,75,24,24172
4032,84,38,38300
4033,75,23,23097
4034,44,67,67190
4035,76,11,11116
4036,32,62,62805
4037,32,59,59191
4038,32,60,60470
4039,44,57,57072
4040,28,76,76458
4041,44,08,08487
4042,28,76,76271
4043,28,61,61295
4044,75,86,86265
4045,,,15181
4046,32,62,62072
4047,93,84,84074
4048,44,51,51658
4049,44,10,10074
4050,84,01,01114
4051,76,09,09049
4052,75,24,24237
4053,32,80,80525
4054,27,70,70412
4055,75,33,33303
4056,24,45,45249
4057,44,57,57388
4058,75,40,40321
4059,76,32,32251
4060,76,46,46302
4061,52,85,85194
4062,24,18,18001
4063,44,08,08277
4064,27,21,21618
4065,28,61,61171
4066,27,58,58183
4067,75,17,17164
4068,44,67,67451
4069,76,30,30281
4070,44,57,57020
4071,32,02,02449
4072,27,39,39573
4073,32,62,62598
4074,52,49,49331
4075,44,52,52079
4076,,,79113
4077,24,36,36144
4078,53,56,56094
4079,03,973,97311
4080,32,62,62015
4081,52,85,85067
4082,93,05,05092
4083,,,16153
4084,84,07,07106
4085,76,65,65126
4086,27,21,21632
4087,53,29,29204
4088,32,59,59041
4089,75,33,33231
4090,76,09,09043
4091,32,59,59499
4092,53,56,56109
4093,32,02,02466
4094,27,70,70330
4095,32,59,59317
4096,27,21,21081
4097,32,02,02786
4098,76,31,31063
4099,52,49,49053
4100,93,83,83009
4101,44,57,57167
4102,24,28,28247
4103,28,76,76690
4104,27,71,71336
4105,75,79,79090
4106,32,60,60533
4107,76,32,32067
4108,,,50163
4109,24,41,41123
4110,84,74,74262
4111,11,94,94065
4112,28,61,61071
4113,11,91,91318
4114,94,2B,2B051
4115,28,27,27378
4116,,,44087
4117,75,40,40312
4118,53,35,35059
4119,75,87,87003
4120,27,25,25456
4121,11,95,95028
4122,28,27,27192
4123,84,01,01365
4124,75,24,24208
4125,24,45,45309
4126,24,37,37181
4127,94,2B,2B202
4128,76,65,65473
4129,27,89,89076
4130,44,57,57455
4131,32,62,62703
4132,32,02,02328
4133,,,62471
4134,75,16,16258
4135,93,04,04057
4136,32,80,80622
4137,,,86146
4138,27,25,25275
4139,53,22,22134
4140,24,36,36102
4141,32,62,62840
4142,75,19,19075
4143,27,71,71135
4144,11,92,92071
4145,,,17340
4146,75,33,33250
4147,76,32,32097
4148,53,22,22101
4149,52,85,85206
4150,44,51,51629
4151,93,05,05176
4152,44,10,10434
4153,84,38,38271
4154,44,67,67130
4155,32,02,02725
4156,32,60,60002
4157,93,05,05122
4158,,,55513
4159,75,64,64059
4160,,,14750
4161,28,27,27311
4162,44,57,57457
4163,24,41,41110
4164,75,17,17411
4165,24,36,36106
4166,75,23,23180
4167,32,80,80057
4168,32,02,02265
4169,76,11,11091
4170,44,67,67552
4171,84,07,07071
4172,84,07,07104
4173,44,57,57392
4174,76,82,82008
4175,,,49159
4176,44,57,57195
4177,28,50,50410
4178,75,16,16303
4179,76,11,11100
4180,84,43,43116
4181,76,81,81192
4182,11,77,77329
4183,32,80,80537
4184,75,24,24245
4185,,,85080
4186,76,31,31155
4187,44,55,55256
4188,44,57,57587
4189,84,74,74150
4190,53,35,35173
4191,76,12,12231
4192,27,89,89219
4193,28,50,50186
4194,32,59,59151
4195,44,55,55347
4196,52,44,44037
4197,32,80,80672
4198,52,49,49223
4199,27,70,70530
4200,24,41,41119
4201,32,62,62612
4202,84,07,07263
4203,,,08495
4204,75,19,19117
4205,84,73,73263
4206,28,14,14290
4207,75,79,79008
4208,44,67,67031
4209,75,19,19254
4210,44,51,51084
4211,75,86,86193
4212,44,57,57282
4213,76,34,34190
4214,52,44,44134
4215,27,89,89443
4216,32,80,80343
4217,75,33,33050
4218,84,03,03231
4219,76,31,31101
4220,76,81,81317
4221,84,63,63402
4222,93,83,83124
4223,84,38,38043
4224,44,55,55267
4225,32,60,60425
4226,32,02,02438
4227,75,17,17479
4228,75,79,79145
4229,44,52,52301
4230,28,27,27209
4231,,,58026
4232,28,61,61272
4233,84,63,63156
4234,93,04,04145
4235,84,26,26163
4236,28,14,14027
4237,76,11,11009
4238,76,32,32350
4239,32,80,80742
4240,52,53,53031
4241,27,25,25026
4242,,,14259
4243,52,49,49381
4244,32,62,62609
4245,44,57,57017
4246,44,10,10309
4247,24,37,37280
4248,52,44,44123
4249,27,25,25579
4250,32,02,02435
4251,28,76,76415
4252,44,54,54227
4253,28,27,27330
4254,44,88,88146
4255,32,80,80540
4256,,,39368
4257,44,68,68327
4258,44,57,57024
4259,84,42,42148
4260,84,01,01005
4261,44,68,68140
4262,75,87,87190
4263,76,31,31395
4264,76,11,11211
4265,32,80,80434
4266,84,63,63375
4267,,,22206
4268,84,73,73186
4269,76,30,30304
4270,84,38,38563
4271,76,09,09289
4272,53,35,35260
4273,75,40,40207
4274,52,72,72292
4275,28,27,27556
4276,75,16,16356
4277,44,08,08153
4278,27,58,58114
4279,24,36,36046
4280,24,37,37001
4281,76,30,30014
4282,24,28,28389
4283,27,21,21051
4284,,,61025
4285,24,45,45088
4286,44,54,54208
4287,24,28,28178
4288,84,38,38459
4289,84,26,26193
4290,76,09,09093
4291,53,35,35106
4292,44,52,52473
4293,44,57,57419
4294,44,51,51321
4295,24,36,36208
4296,75,19,19277
4297,32,60,60094
4298,93,84,84095
4299,28,76,76097
4300,84,38,38173
4301,53,29,29280
4302,44,67,67398
4303,76,65,65423
4304,76,65,65252
4305,44,08,08163
4306,28,50,50044
4307,93,83,83008
4308,32,02,02151
4309,75,17,17252
4310,84,63,63367
4311,84,38,38064
4312,32,59,59492
4313,44,67,67304
4314,84,15,15132
4315,75,86,86109
4316,52,85,85086
4317,24,28,28405
4318,84,38,38505
4319,76,32,32230
4320,76,65,65140
4321,75,24,24142
4322,53,29,29215
4323,44,52,52486
4324,44,67,67440
4325,75,40,40120
4326,84,69,69027
4327,44,67,67551
4328,75,40,40206
4329,27,71,71437
4330,53,35,35268
4331,24,36,36091
4332,,,89231
4333,28,76,76690
4334,76,34,34007
4335,84,69,69271
4336,44,10,10101
4337,44,51,51154
4338,27,70,70530
4339,75,16,16369
4340,44,54,54455
4341,76,48,48149
4342,75,24,24493
4343,44,51,51073
4344,32,62,62891
4345,32,02,02616
4346,75,86,86177
4347,76,82,82107
4348,32,80,80184
